source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,count_delayed_services_3min,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,ratio_arrival_delayed_3min,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,target_schedule_adherence,target_regulatory_punctuality,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
CAS,BV,2022-06-01,2022,6,10,103.0,0.41,54,593.0,2.35,23,15,252,252.0,13.0,10.0,0.2143,0.0913,0.0595,0,268,1,268.0,0,10,7117.0,6636.0,13753.0,20.0,10.0,10.0,7,13.75,7.75,6.0,2965.0,2744.0,5709.0,0,0.0,70,0.0,0.0,15.83145835796992,111.49999991804361,0.0,0.0,14.44425664320588,60.479996,16.820624997880724,15.923888885974884,109.1000010073185,0.0,0.0,14.224874489299125,59.039997,16.861666663487753,2,0.0667,8.0,21.0,0.263,0,0,0.2447,0,0.0913,0.0595,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.12487924098968506,0.13609707355499268
ASN,MP,2020-06-01,2020,6,50,22.0,0.92,11,211.0,8.79,8,7,24,24.0,1.0,7.0,0.4583,0.3333,0.2917,5,421,1,421.0,0,10,4565.0,4044.45,8609.45,77.19999999999999,38.8,38.4,8,56.0,28.0,28.0,5590.0,4946.0,10536.0,1,0.1111111111111111,80,0.45511961331341866,0.1111111111111111,17.3149999903308,97.40000085532665,0.0,0.0,12.801586877140734,65.159996,18.348819445239172,17.270069416364034,76.60000047832727,0.0,0.0,12.72971941696273,67.67999,17.659861108991834,1,0.0333,8.0,21.0,0.263,1,1,0.2447,1,0.3333,0.2917,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.10317535698413849,0.09473246335983276
STD,RM,2019-06-01,2019,6,25,661.0,0.37,360,5017.0,2.81,294,173,1783,1783.0,135.0,159.0,0.2019,0.1649,0.097,33,1950,1,1950.0,0,5,3901.0,1950.0,5851.0,43.66666666666667,21.666666666666668,22.0,4,49.0,24.5,24.5,3895.0,3903.0,7798.0,0,0.0,20,0.0,0.0,19.41258353922102,62.600000374019146,0.0,0.0,10.873039878076977,79.92,19.619666990968916,19.651819684770373,57.80000010877848,0.0,0.0,11.428654250419802,77.03999,19.963278118769328,2,0.0667,10.0,19.0,0.263,0,0,0.2447,0,0.1649,0.097,0.98766124,0.0,0.0,0.012338755,0.988,0.0,0.0,0.012,0.0,3,1.2246467991473532e-16,-1.0,0.1418849676847458,0.06690976023674011
KRG,BZL,2020-06-01,2020,6,6,671.0,0.57,337,4725.0,3.98,246,164,1186,1186.0,109.0,137.0,0.2841,0.2074,0.1383,0,1280,1,1280.0,0,4,2537.0,2537.0,5074.0,13.0,6.5,6.5,4,11.0,5.5,5.5,2537.0,2536.0,5073.0,0,0.0,16,0.0,0.0,17.030583107471465,91.80000032484531,0.0,0.0,15.274205023298661,77.03999,18.273152542114257,17.017583047019112,91.80000032484531,0.0,0.0,15.274205023298661,77.03999,18.260152337286208,1,0.0333,8.0,21.0,0.263,0,1,0.2447,0,0.2074,0.1383,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.1088586300611496,0.667533814907074
AMRN,AMR,2020-06-01,2020,6,1,842.0,0.38,427,6614.0,2.99,564,235,2214,2214.0,371.0,193.0,0.1929,0.2547,0.1061,0,2488,1,2488.0,0,4,4962.0,4934.0,9896.0,7.0,3.5,3.5,6,12.0,6.0,6.0,4867.0,5890.0,10757.0,0,0.0,24,0.0,0.0,16.41095831659105,62.300000570714474,0.0,0.0,16.475365979803932,76.67999,17.385194302929772,16.41095831659105,62.300000570714474,0.0,0.0,16.475365979803932,76.67999,17.385194302929772,1,0.0333,8.0,21.0,0.263,0,1,0.2447,1,0.2547,0.1061,0.5781391,0.0,0.0,0.0,0.578,0.0,0.0,0.0,0.422,3,1.2246467991473532e-16,-1.0,0.10682269185781479,0.0527002215385437
WC,NMD,2019-06-01,2019,6,4,933.0,0.55,291,4333.0,2.56,262,158,1691,1691.0,137.0,125.0,0.1721,0.1549,0.0934,2,1813,1,1813.0,0,4,2129.0,2883.0,5012.0,11.0,5.5,5.5,4,6.0,3.0,3.0,3660.0,2882.0,6542.0,0,0.0,16,0.0,0.0,18.825583081775243,74.50000014901161,0.0,0.0,12.600200922911366,86.76,19.07419422070185,18.81908312373691,74.50000014901161,0.0,0.0,12.600200922911366,86.76,19.067694164646998,2,0.0667,10.0,19.0,0.263,0,0,0.2447,0,0.1549,0.0934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.07723418623209,0.09072738140821457
TWL,APDO,2019-06-01,2019,6,7,504.0,0.64,167,2069.0,2.65,203,77,782,782.0,156.0,47.0,0.2136,0.2596,0.0985,0,880,1,880.0,0,4,1768.0,1745.0,3513.0,12.0,6.0,6.0,3,12.0,5.0,7.0,1768.0,888.0,2656.0,0,0.0,12,0.0,0.0,18.941500641240015,52.00000050663948,0.0,0.0,13.016883567637867,96.12,19.205459083451164,18.980111440022785,65.50000005960464,0.0,0.0,13.442710983546243,93.24,20.107403145896065,2,0.0667,10.0,19.0,0.263,0,1,0.2447,1,0.2596,0.0985,0.0012787724,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,1.2246467991473532e-16,-1.0,0.0817740336060524,0.09092018008232117
VNDC,VNDW,2021-06-01,2021,6,1,138.0,0.1,51,3219.0,2.27,159,96,1421,1421.0,73.0,86.0,0.0359,0.1119,0.0676,9,1555,1,1555.0,0,3,2684.0,1555.0,4239.0,5.5,4.5,1.0,4,15.0,7.5,7.5,3144.0,2970.0,6114.0,0,0.0,12,0.0,0.0,18.42163913647334,74.7000003233552,0.0,0.0,10.505043576409419,46.8,18.86844468249215,18.24622247748905,67.00000018626451,0.0,0.0,10.973326857222451,51.48,19.14330581161711,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.1119,0.0676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.07965108007192612,0.13513708114624023
VNDW,MRN,2023-06-01,2023,6,14,223.0,0.2,80,3117.0,2.77,155,102,1126,1126.0,71.0,84.0,0.071,0.1377,0.0906,0,1251,1,1251.0,0,4,2603.0,2398.0,5001.0,15.0,7.5,7.5,6,24.0,12.0,12.0,2511.0,2511.0,5022.0,0,0.0,24,0.0,0.0,19.619625261094836,42.200000397861004,0.0,0.0,13.337828517953556,52.92,21.09045859310362,19.30534717904197,48.100000984966755,0.0,0.0,13.378235826889673,52.92,20.08548610607783,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.1377,0.0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.12857051193714142,0.1250385046005249
KBD,KRG,2021-06-01,2021,6,7,574.0,0.49,197,6075.0,5.18,311,206,1173,1173.0,134.0,177.0,0.1679,0.2651,0.1756,0,1317,1,1317.0,0,4,2650.0,2646.0,5296.0,10.0,5.0,5.0,4,13.0,6.5,6.5,2646.0,2651.0,5297.0,0,0.0,16,0.0,0.0,18.029569318559435,99.50000066310167,0.0,0.0,12.258483753932847,62.279995,19.05741639137268,17.54780530664656,94.70000020414591,0.0,0.0,12.835356393953164,64.439995,18.487180301878187,0,0.0,8.0,22.0,0.263,1,1,0.2447,1,0.2651,0.1756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.17732304334640503,0.08312085270881653
ZVT,OVN,2021-06-01,2021,6,6,415.0,0.23,113,8880.0,4.83,161,161,1838,1838.0,0.0,161.0,0.0615,0.0876,0.0876,35,1893,1,1893.0,0,1,0.0,1893.0,1893.0,6.0,0.0,6.0,3,6.0,4.0,2.0,3785.0,1098.0,4883.0,0,0.0,3,0.0,0.0,17.01320802503162,101.50000046938658,0.0,0.0,12.554549639423689,54.719997,17.96126343541675,16.98070829047097,101.50000046938658,0.0,0.0,12.554549639423689,54.719997,17.928763837284514,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.0876,0.0876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.04884897917509079,0.06646119803190231
AHZ,AH,2021-06-01,2021,6,8,523.0,0.53,193,1840.0,1.87,210,79,983,983.0,169.0,41.0,0.1963,0.2136,0.0804,0,1077,1,1077.0,0,4,3998.0,3070.0,7068.0,11.0,5.5,5.5,12,23.057142857142857,12.2,10.857142857142858,8743.0,8652.0,17395.0,1,0.125,48,0.9102392266268373,0.3333333333333333,18.524430191516878,84.69999974966049,0.0,0.0,10.628606506271495,48.239998,18.934777320755853,18.466347662607827,105.50000023841858,0.0,0.0,10.6907725945529,47.16,18.984750411245557,0,0.0,8.0,22.0,0.263,0,1,0.2447,0,0.2136,0.0804,0.026449643,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,3,1.2246467991473532e-16,-1.0,0.06330373138189316,0.11330252140760422
GVM,VST,2024-06-01,2024,6,6,1000.0,0.55,577,4592.0,2.53,670,160,1817,1817.0,560.0,110.0,0.3176,0.3687,0.0881,10,2046,1,2046.0,0,4,4007.0,4084.0,8091.0,9.0,4.5,4.5,4,8.0,4.0,4.0,4084.0,4084.0,8168.0,0,0.0,16,0.0,0.0,15.07152777645323,74.80000012367964,0.0,0.0,15.353370559008585,81.72,16.25965280930201,15.090541798538633,83.30000036209822,0.0,0.0,14.439338185472621,75.96,16.076861145761278,0,0.0,10.0,20.0,0.263,1,1,0.2447,1,0.3687,0.0881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.09521371871232986,0.15381456911563873
MRN,DB,2021-06-01,2021,6,8,426.0,0.3,185,3285.0,2.31,171,102,1421,1421.0,85.0,86.0,0.1302,0.1203,0.0718,0,1555,1,1555.0,0,4,3144.0,3144.0,6288.0,22.0,11.0,11.0,10,30.0,15.0,15.0,6028.0,5872.0,11900.0,0,0.0,40,0.0,0.0,18.036180551846822,69.30000028759241,0.0,0.0,11.096692286100652,50.039997,18.538541645473906,18.07518010934194,69.30000028759241,0.0,0.0,11.096692286100652,50.039997,18.577541202969023,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.1203,0.0718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.08421356230974197,0.05303356796503067
WD,VTN,2024-06-01,2024,6,9,525.0,0.39,167,3876.0,2.86,239,125,1356,1356.0,138.0,101.0,0.1232,0.1763,0.0922,10,1740,1,1740.0,0,12,10186.0,10326.0,20512.0,27.0,13.5,13.5,4,11.0,5.5,5.5,4248.0,4218.0,8466.0,0,0.0,48,0.0,0.0,15.394056001636717,72.60000032186508,0.0,0.0,13.756403202025426,68.76,16.030722660488554,15.41456963883506,66.70000069588423,0.0,0.0,14.05746001675725,68.03999,16.226791885164047,0,0.0,10.0,20.0,0.263,0,0,0.2447,0,0.1763,0.0922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.14016039669513702,0.19821502268314362
AHP,AH,2021-06-01,2021,6,1,650.0,0.68,381,1625.0,1.71,201,57,952,952.0,159.0,42.0,0.4002,0.2111,0.0599,1,1033,1,1033.0,0,4,2153.0,2112.0,4265.0,3.0,1.5,1.5,12,23.057142857142857,12.2,10.857142857142858,8743.0,8652.0,17395.0,0,0.0,48,0.0,0.0,18.54434677759806,105.50000023841858,0.0,0.0,10.6907725945529,47.16,19.06274952623579,18.466347662607827,105.50000023841858,0.0,0.0,10.6907725945529,47.16,18.984750411245557,0,0.0,8.0,22.0,0.263,0,1,0.2447,0,0.2111,0.0599,0.025210084,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.975,3,1.2246467991473532e-16,-1.0,0.06207292154431343,0.08698542416095734
DVD,RAI,2023-06-01,2023,6,3,1213.0,0.68,460,5712.0,3.19,545,179,1793,1793.0,448.0,97.0,0.2566,0.304,0.0998,1,2059,1,2059.0,0,16,11367.0,11298.0,22665.0,21.25,11.625,9.625,4,4.0,2.0,2.0,4171.0,4101.0,8272.0,1,0.1,64,0.6213349345596119,0.2,18.615681135654448,18.800000175833702,0.0,0.0,14.70458432253864,47.519997,19.725820126798418,18.495944129096138,12.600000128149986,0.0,0.0,13.666252849168247,48.239998,19.472055241796706,0,0.0,8.0,22.0,0.263,1,1,0.2447,1,0.304,0.0998,0.0005577245,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,1.2246467991473532e-16,-1.0,0.13786672055721283,0.160866379737854
SDM,RTD,2023-06-01,2023,6,4,3772.0,1.03,1084,20210.0,5.53,1612,788,3657,3657.0,1103.0,509.0,0.2964,0.4408,0.2155,110,4418,1,4418.0,0,11,9472.0,9124.0,18596.0,19.866666666666667,9.2,10.666666666666666,15,45.16666666666667,23.5,21.666666666666668,12733.11,17267.0,30000.11,3,0.23076923076923078,165,2.0454725035562,0.6761904761904762,19.07323582039939,16.70000024139881,0.0,0.0,13.657418787810538,49.32,20.400249705049728,19.099236554569668,16.70000024139881,0.0,0.0,13.657418787810538,49.32,20.426250535911983,0,0.0,8.0,22.0,0.263,1,1,0.2447,1,0.4408,0.2155,0.509434,0.0,0.0,0.0013672409,0.509,0.0,0.0,0.001,0.49,3,1.2246467991473532e-16,-1.0,0.23878394067287445,0.16623206436634064
ASSP,ASDM,2021-06-01,2021,6,1,1344.0,0.64,527,2348.0,1.12,298,105,2096,2096.0,256.0,42.0,0.2514,0.1422,0.0501,3,2479,1,2479.0,0,4,4940.0,4940.0,9880.0,3.0,1.5,1.5,6,4.666666666666667,2.3333333333333335,2.3333333333333335,8416.0,6033.0,14449.0,0,0.0,24,0.0,0.0,17.53356988032659,80.90000057220459,0.0,0.0,11.890504048930275,50.399998,18.588083778487313,17.53356988032659,80.90000057220459,0.0,0.0,11.890504048930275,50.399998,18.588083778487313,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.1422,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.050490353256464005,0.09945263713598251
NMGO,NM,2021-06-01,2021,6,3,948.0,0.62,416,6227.0,4.07,642,233,1529,1529.0,476.0,166.0,0.2721,0.4199,0.1524,0,1615,1,1615.0,0,4,3880.0,3562.0,7442.0,5.0,2.5,2.5,9,22.95,11.75,11.2,5550.0,8378.75,13928.75,0,0.0,36,0.0,0.0,18.622069635656146,97.10000018030405,0.0,0.0,10.379256160184742,49.32,18.93575024207433,18.744819168249766,106.10000044852495,0.0,0.0,10.212311374561654,47.16,19.03363868792852,0,0.0,8.0,22.0,0.263,1,1,0.2447,1,0.4199,0.1524,0.0,0.0,0.0,0.0006540222,0.0,0.0,0.0,0.001,0.999,3,1.2246467991473532e-16,-1.0,0.1354825645685196,0.09961719810962677
DLD,BHV,2021-06-01,2021,6,3,1500.0,0.67,834,2163.0,0.97,459,82,2238,2238.0,424.0,35.0,0.3727,0.2051,0.0366,5,2321,1,2321.0,0,6,4606.0,4591.0,9197.0,12.0,6.0,6.0,4,9.0,4.5,4.5,4551.0,4551.0,9102.0,0,0.0,24,0.0,0.0,18.002277603414324,67.50000072270632,0.0,0.0,10.76322052768535,51.839996,18.93234694533878,17.89470818042755,77.10000076144934,0.0,0.0,10.737826955235667,60.479996,18.599499713049994,0,0.0,8.0,22.0,0.263,0,1,0.2447,0,0.2051,0.0366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.04826255515217781,0.06714610755443573
ALM,DVD,2021-06-01,2021,6,25,187.0,0.27,62,2778.0,4.04,117,91,687,687.0,39.0,78.0,0.0902,0.1703,0.1325,26,849,1,849.0,0,12,8860.0,9839.0,18699.0,29.0,14.5,14.5,16,20.5,11.625,8.875,12140.0,11984.67,24124.67,1,0.07142857142857142,192,0.6213349345596119,0.2,17.548152526219685,82.50000072270632,0.0,0.0,12.706190027130974,53.28,18.792110872268676,17.494569951958127,80.90000057220459,0.0,0.0,11.890504048930275,50.399998,18.549083982573617,0,0.0,8.0,22.0,0.263,0,0,0.2447,0,0.1703,0.1325,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.09222210198640823,0.11412540823221207
HTO,HT,2021-06-01,2021,6,1,427.0,0.41,174,5537.0,5.37,295,196,1031,1031.0,127.0,168.0,0.1688,0.2861,0.1901,0,1151,1,1151.0,0,4,2411.0,2352.0,4763.0,7.0,3.5,3.5,14,44.57142857142857,24.714285714285715,19.857142857142858,11466.0,13753.0,25219.0,0,0.0,56,0.0,0.0,18.506570099459754,102.00000054389238,0.0,0.0,10.999086098000408,50.039997,19.09650073448817,18.519569260544248,102.00000054389238,0.0,0.0,10.999086098000408,50.039997,19.109499707486894,0,0.0,8.0,22.0,0.263,1,1,0.2447,1,0.2861,0.1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.078162282705307,0.05850197747349739
