source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,LogisticRegression_TWCW_pred,LogisticRegression_TWCW_proba
UTZL,MAS,2020-06,2020,6,5,425.0,0.29,135,3644.0,2.46,161,1482,0.0911,0.1086,0,1644,1,1644.0,0,4,3338.0,3199.0,6537.0,7.0,3.5,3.5,7,20.166666666666668,14.5,5.666666666666667,3351.0,2425.08,5776.08,1,0.16666666666666666,28,0.35295612386476116,0.058823529411764705,17.270958666006724,0.12194444525779949,0.0,0.0,12.92614959337645,27.079999216397603,17.93005598253674,17.127791318628525,0.11597222192212939,0.0,0.0,13.670480701410108,27.365999282068678,17.805291253990596,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.32363082897306034
HIL,HAD,2020-06,2020,6,7,316.0,0.28,107,1137.0,1.02,90,1113,0.0961,0.0809,0,1186,1,1186.0,0,4,2402.0,2401.0,4803.0,17.0,8.5,8.5,6,24.0,12.0,12.0,6961.0,5772.0,12733.0,0,0.0,24,0.0,0.0,16.665389139122432,0.108750000792659,0.0,0.0,17.911242239177227,34.08249912659327,18.708444682757058,16.77359718349245,0.10930555634614494,0.0,0.0,14.883310357232888,30.36799921128485,17.50540262195799,1,0.0333,8.0,21.0,0.2629,0,0.0017969452,0.0,0.0,0.0008984726,0.002,0.0,0.0,0.001,0.997,3,1.2246467991473532e-16,-1.0,0.0,0.383476367292102
AVAT,NKK,2020-06,2020,6,5,862.0,0.8,235,2158.0,2.0,195,1078,0.218,0.1809,0,1130,1,1130.0,0,4,2288.0,3318.0,5606.0,8.0,4.0,4.0,7,19.083333333333336,9.75,9.333333333333334,2496.0,2322.0,4818.0,0,0.0,28,0.0,0.0,17.544513893789716,0.10541666681981748,0.0,0.0,13.16128909703758,26.9869992699888,18.436666626400417,17.538013652298186,0.10541666681981748,0.0,0.0,13.16128909703758,26.9869992699888,18.43016638225979,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.3202773284894925
GS,BGN,2020-06,2020,6,37,1.0,0.05,1,540.0,24.55,18,22,0.0455,0.8182,0,45,1,45.0,0,8,2598.0,2597.0,5195.0,38.0,19.0,19.0,6,44.0,22.0,22.0,2598.0,2625.0,5223.0,0,0.0,48,0.0,0.0,17.01108385456933,0.12750000045117404,0.0,0.0,15.274205023298661,30.701499211125903,18.253653433587814,17.300889167520737,0.09236111185616917,0.0,0.0,13.625948068499564,28.650999136765797,18.253111517429353,1,0.0333,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.6367586511877789
ASDM,ASA,2020-06,2020,6,2,1745.0,0.97,993,7241.0,4.03,1065,1799,0.552,0.592,2,1885,1,1885.0,0,6,8477.0,6035.0,14512.0,4.666666666666667,2.3333333333333335,2.3333333333333335,12,23.4,9.4,14.0,11105.0,10936.88,22041.879999999997,1,0.1111111111111111,72,0.4170323914242463,0.09090909090909091,17.061694884962506,0.0958333347303172,0.0,0.0,14.369885161643227,28.364499188131756,18.014681009451547,17.061694884962506,0.0958333347303172,0.0,0.0,14.369885161643227,28.364499188131756,18.014681009451547,1,0.0333,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.48243838100490916
ZP,DV,2020-06,2020,6,16,717.0,0.62,302,5481.0,4.73,271,1159,0.2606,0.2338,7,1178,1,1178.0,0,6,2363.0,3372.0,5735.0,24.0,12.0,12.0,13,35.833333333333336,14.833333333333334,21.0,6795.0,7229.7,14024.7,0,0.0,78,0.0,0.0,17.87773639559746,0.10125000062916013,0.0,0.0,12.813950862901079,26.608499256107542,18.855930852890015,17.665208120478525,0.09180555607502659,0.0,0.0,12.63289467924171,27.024499249458312,18.126874747541216,1,0.0333,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.632851593672827
TB,TBR,2020-06,2020,6,5,0.0,0.0,0,32.0,1.78,3,18,0.0,0.1667,0,0,12,0.0,1,13,10189.0,6985.0,17174.0,27.333333333333336,15.0,12.333333333333334,6,10.0,5.0,5.0,2445.0,2443.0,4888.0,2,0.2222222222222222,78,1.8204784532536746,0.6666666666666666,17.792639200554955,0.07666666726064351,0.0,0.0,13.05666609654824,27.85449913011657,19.022639306386314,17.851138338777755,0.07666666726064351,0.0,0.0,13.05666609654824,27.85449913011657,19.081138249238332,1,0.0333,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.7422537499803544
TB,BD,2020-06,2020,6,21,921.0,0.41,219,14249.0,6.4,601,2228,0.0983,0.2697,54,2401,1,2401.0,0,13,10189.0,6985.0,17174.0,27.333333333333336,15.0,12.333333333333334,14,45.85714285714286,21.571428571428573,24.285714285714285,8584.75,9763.25,18348.0,1,0.06666666666666667,182,0.9102392266268373,0.3333333333333333,17.792639200554955,0.07666666726064351,0.0,0.0,13.05666609654824,27.85449913011657,19.022639306386314,17.533985545900133,0.08319444464933541,0.0,0.0,13.087238389212224,28.18099924524625,18.526277126206292,1,0.0333,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.6301978608231548
TB,HT,2020-06,2020,6,22,935.0,0.44,348,10455.0,4.91,644,2128,0.1635,0.3026,99,2212,1,2212.0,0,13,10189.0,6985.0,17174.0,27.333333333333336,15.0,12.333333333333334,14,41.14285714285714,21.285714285714285,19.857142857142858,11529.0,13869.0,25398.0,2,0.14285714285714285,182,1.424137568996588,0.47619047619047616,17.792639200554955,0.07666666726064351,0.0,0.0,13.05666609654824,27.85449913011657,19.022639306386314,17.766097116470338,0.07444444458103842,0.0,0.0,13.10969521800677,26.919999246464837,18.673805336157482,1,0.0333,8.0,21.0,0.2629,1,0.51597744,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.484,3,1.2246467991473532e-16,-1.0,1.0,0.6265332357538308
RSD,ZLW,2020-06,2020,6,23,0.0,0.0,0,120.0,30.0,4,4,0.0,1.0,0,16,1,16.0,0,8,2478.0,5734.75,8212.75,45.16666666666667,25.5,19.666666666666668,8,25.5,13.75,11.75,4340.0,4385.0,8725.0,1,0.1,64,0.45511961331341866,0.1111111111111111,17.31170855893029,0.09486111192446615,0.0,0.0,13.655839653727082,28.013999251855743,18.3672641687923,17.466680207517413,0.10250000044082602,0.0,0.0,13.52752921320498,28.118999201721614,18.50348566505644,1,0.0333,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.6296702887929942
RVS,WC,2020-06,2020,6,7,593.0,0.53,234,4770.0,4.29,305,1113,0.2102,0.274,1,1103,1,1103.0,0,4,2211.0,2211.0,4422.0,15.0,7.5,7.5,4,11.0,5.5,5.5,2211.0,2977.0,5188.0,0,0.0,16,0.0,0.0,17.782208710246614,0.07111111170508795,0.0,0.0,12.89003403186798,26.238999315434032,18.487486599551307,17.73641641669803,0.0762500008671648,0.0,0.0,12.457951877017816,27.030999239285787,18.22620810535219,1,0.0333,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.5432897171036913
BSMZ,HVSM,2020-06,2020,6,4,1013.0,0.49,446,4502.0,2.2,667,2048,0.2178,0.3257,3,2074,1,2074.0,0,4,4217.0,4217.0,8434.0,5.0,2.5,2.5,4,5.0,2.5,2.5,4217.0,4208.0,8425.0,0,0.0,16,0.0,0.0,17.239402498139274,0.10097222257819441,0.0,0.0,13.666856225331625,28.36449920601315,17.89113866885503,17.219903273714912,0.10097222257819441,0.0,0.0,13.666856225331625,28.36449920601315,17.871639531188542,1,0.0333,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.27559360039961733
ALMM,AMPO,2020-06,2020,6,2,1077.0,0.33,387,3091.0,0.96,316,3229,0.1199,0.0979,0,3371,1,3371.0,0,4,6658.0,5674.0,12332.0,3.0,1.5,1.5,6,24.666666666666668,12.333333333333334,12.333333333333334,6783.0,6769.0,13552.0,0,0.0,24,0.0,0.0,17.390708434581757,0.08916666738481985,0.0,0.0,14.862274611492952,29.7699991106987,19.120639048682317,17.403707781102923,0.08916666738481985,0.0,0.0,14.862274611492952,29.7699991106987,19.133638254801433,1,0.0333,8.0,21.0,0.2629,0,0.0003096934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.11912858632464524
ED,AH,2020-06,2020,6,17,1348.0,0.66,612,9304.0,4.55,357,2044,0.2994,0.1747,11,2264,1,2264.0,0,7,4482.0,5323.0,9805.0,33.16666666666667,17.666666666666668,15.5,15,35.32142857142857,18.571428571428573,16.75,8816.0,8844.0,17660.0,0,0.0,105,0.0,0.0,17.58284753031201,0.11333333426672551,0.0,0.0,13.047836453177863,27.52249924805429,18.49000036848916,17.58190320995119,0.10652777886845999,0.0,0.0,12.647255641718706,26.7924992316299,18.125236536396873,1,0.0333,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.3383349705715666
RSD,ODB,2020-06,2020,6,7,198.0,0.22,97,720.0,0.81,17,888,0.1092,0.0191,28,912,1,912.0,0,8,2478.0,5734.75,8212.75,45.16666666666667,25.5,19.666666666666668,3,15.5,7.5,8.0,1885.0,905.0,2790.0,0,0.0,24,0.0,0.0,17.31170855893029,0.09486111192446615,0.0,0.0,13.655839653727082,28.013999251855743,18.3672641687923,17.349596893787385,0.09027777840900753,0.0,0.0,13.079958168168863,28.10249918897947,18.264874573548635,1,0.0333,8.0,21.0,0.2629,0,0.0011261262,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,1.2246467991473532e-16,-1.0,1.0,0.5245008802994976
ZL,ASN,2020-06,2020,6,78,476.0,0.55,147,2926.0,3.36,211,871,0.1688,0.2423,10,1084,1,1084.0,0,14,5152.0,10337.0,15489.0,85.79166666666666,47.166666666666664,38.625,10,77.19999999999999,38.8,38.4,4565.0,4044.45,8609.45,1,0.07142857142857142,140,0.7213475204444817,0.25,17.435625004768372,0.10138888931315806,0.0,0.0,13.504576796210474,27.71999924911393,17.941249979866875,17.3149999903308,0.13527777896573145,0.0,0.0,12.801586877140734,27.11999927924739,18.348819445239172,1,0.0333,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.281492274946887
CPS,RTA,2020-06,2020,6,1,750.0,0.56,209,12462.0,9.22,417,1351,0.1547,0.3087,0,1553,1,1553.0,0,4,3081.0,3081.0,6162.0,5.0,2.5,2.5,7,14.166666666666668,7.5,6.666666666666667,7179.0,5139.0,12318.0,0,0.0,28,0.0,0.0,17.00751357211007,0.11041666701849964,0.0,0.0,14.020755214658049,28.715999211205375,17.851055126720006,17.02051364911927,0.11041666701849964,0.0,0.0,14.020755214658049,28.715999211205375,17.864055302408005,1,0.0333,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.33462541797299844
GDM,ZBM,2020-06,2020,6,9,702.0,0.66,293,2145.0,2.01,382,1069,0.2741,0.3573,45,1179,1,1179.0,0,6,4634.0,4634.0,9268.0,18.0,9.0,9.0,3,20.0,11.0,9.0,2348.0,1169.0,3517.0,0,0.0,18,0.0,0.0,17.599625576867,0.08833333353201549,0.0,0.0,13.69905899932815,26.84199927581681,18.45684786637624,17.695305289824805,0.07736111141534316,0.0,0.0,13.210086491621203,26.620499291022618,18.51606921752294,1,0.0333,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.3829797533037786
HAD,HIL,2020-06,2020,6,7,818.0,0.72,491,1095.0,0.96,227,1140,0.4307,0.1991,0,1217,1,1217.0,0,6,6961.0,5772.0,12733.0,24.0,12.0,12.0,4,17.0,8.5,8.5,2402.0,2401.0,4803.0,0,0.0,24,0.0,0.0,16.77359718349245,0.10930555634614494,0.0,0.0,14.883310357232888,30.36799921128485,17.50540262195799,16.665389139122432,0.108750000792659,0.0,0.0,17.911242239177227,34.08249912659327,18.708444682757058,1,0.0333,8.0,21.0,0.2629,0,0.000877193,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,1.2246467991473532e-16,-1.0,0.0,0.4955195374422267
AMPO,NDB,2020-06,2020,6,22,220.0,0.24,57,890.0,0.98,71,909,0.0627,0.0781,0,1076,1,1076.0,0,6,6783.0,6769.0,13552.0,24.666666666666668,12.333333333333334,12.333333333333334,8,19.0,9.5,9.5,6382.0,6371.0,12753.0,1,0.16666666666666666,48,0.7213475204444817,0.25,17.403707781102923,0.08916666738481985,0.0,0.0,14.862274611492952,29.7699991106987,19.133638254801433,17.265403079324297,0.10097222257819441,0.0,0.0,13.666856225331625,28.36449920601315,17.917139336797927,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.5183387116033992
DT,RSW,2020-06,2020,6,5,1044.0,0.6,468,2826.0,1.63,377,1734,0.2699,0.2174,4,1932,1,1932.0,0,11,10883.0,10824.5,21707.5,19.6,7.6,12.0,4,7.0,3.5,3.5,3832.0,3834.0,7666.0,0,0.0,44,0.0,0.0,16.879610874917773,0.11361111191411813,0.0,0.0,13.893646238040592,29.50599916179975,17.556416392326355,16.77374997801251,0.11805555622817741,0.0,0.0,15.459958305044307,31.819499108857578,17.81722220844693,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.4528224757809343
VP,AHPR,2020-06,2020,6,3,496.0,0.51,271,1212.0,1.24,88,975,0.2779,0.0903,0,1034,1,1034.0,0,4,2070.0,2070.0,4140.0,7.0,3.5,3.5,4,5.0,2.5,2.5,2070.0,2067.0,4137.0,0,0.0,16,0.0,0.0,17.692403184043037,0.10652777886845999,0.0,0.0,12.647255641718706,26.7924992316299,18.235736593935226,17.711902376678253,0.10652777886845999,0.0,0.0,12.647255641718706,26.7924992316299,18.255235705110763,1,0.0333,8.0,21.0,0.2629,0,0.023589743,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.976,3,1.2246467991473532e-16,-1.0,0.0,0.3458864226798208
GDM,CL,2020-06,2020,6,8,1042.0,0.46,355,4150.0,1.85,426,2244,0.1582,0.1898,85,2313,1,2313.0,0,6,4634.0,4634.0,9268.0,18.0,9.0,9.0,4,17.0,8.5,8.5,4634.0,4620.0,9254.0,0,0.0,24,0.0,0.0,17.599625576867,0.08833333353201549,0.0,0.0,13.69905899932815,26.84199927581681,18.45684786637624,17.593125333388645,0.08833333353201549,0.0,0.0,13.69905899932815,26.84199927581681,18.450347622235615,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.23888938281398422
HAD,LEDN,2020-06,2020,6,25,910.0,0.45,370,5901.0,2.95,573,2001,0.1849,0.2864,1,2233,1,2233.0,0,6,6961.0,5772.0,12733.0,24.0,12.0,12.0,18,35.33333333333333,18.444444444444443,16.88888888888889,13194.0,13991.0,27185.0,0,0.0,108,0.0,0.0,16.77359718349245,0.10930555634614494,0.0,0.0,14.883310357232888,30.36799921128485,17.50540262195799,16.761319659815893,0.1108333331429296,0.0,0.0,15.282887632110052,30.99099914762709,17.899305925104354,1,0.0333,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.4002015626353643
DRON,LLS,2020-06,2020,6,25,828.0,0.76,341,1349.0,1.24,218,1089,0.3131,0.2002,1,1139,1,1139.0,0,4,2875.0,2564.0,5439.0,42.0,21.0,21.0,10,60.8,32.8,28.0,4590.4400000000005,6109.0,10699.44,1,0.14285714285714285,40,0.9102392266268373,0.3333333333333333,17.337222547663583,0.10041666698331635,0.0,0.0,13.603793997483121,28.24149924384223,18.060694828298356,17.240666371583938,0.10333333414875799,0.0,0.0,14.580412086099386,30.109999132818647,18.019485823313396,1,0.0333,8.0,21.0,0.2629,0,0.007346189,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.993,3,1.2246467991473532e-16,-1.0,1.0,0.5546269591330956
DT,RTD,2020-06,2020,6,14,401.0,0.4,94,7012.0,6.92,320,1013,0.0928,0.3159,2,1108,1,1108.0,0,11,10883.0,10824.5,21707.5,19.6,7.6,12.0,19,51.81111111111111,30.11111111111111,21.7,14171.25,17968.0,32139.25,3,0.2,209,1.7996533218435076,0.5444444444444445,16.879610874917773,0.11361111191411813,0.0,0.0,13.893646238040592,29.50599916179975,17.556416392326355,17.062916908661524,0.11319444552063943,0.0,0.0,13.830144735674063,28.72399930457274,18.234375393390657,1,0.0333,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.5374959161152241
HAD,HLM,2020-06,2020,6,4,616.0,0.29,188,6460.0,3.02,313,2141,0.0878,0.1462,0,2322,1,2322.0,0,6,6961.0,5772.0,12733.0,24.0,12.0,12.0,15,25.017857142857142,10.142857142857142,14.875,9116.21,11356.880000000001,20473.09,0,0.0,90,0.0,0.0,16.77359718349245,0.10930555634614494,0.0,0.0,14.883310357232888,30.36799921128485,17.50540262195799,16.627764093875886,0.1054166678339243,0.0,0.0,15.5847245203952,30.932999126116435,17.51165296766493,1,0.0333,8.0,21.0,0.2629,0,0.9593648,0.0,0.0,0.00046707146,0.959,0.0,0.0,0.0,0.041,3,1.2246467991473532e-16,-1.0,1.0,0.5367773823526513
AH,ED,2020-06,2020,6,17,920.0,0.45,305,9410.0,4.61,802,2041,0.1494,0.3929,66,2200,1,2200.0,0,15,8816.0,8844.0,17660.0,35.32142857142857,18.571428571428573,16.75,7,33.16666666666667,17.666666666666668,15.5,4482.0,5323.0,9805.0,0,0.0,105,0.0,0.0,17.58190320995119,0.10652777886845999,0.0,0.0,12.647255641718706,26.7924992316299,18.125236536396873,17.58284753031201,0.11333333426672551,0.0,0.0,13.047836453177863,27.52249924805429,18.49000036848916,1,0.0333,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.29105238013847895
ZL,WZ,2020-06,2020,6,9,467.0,0.47,154,1260.0,1.27,36,992,0.1552,0.0363,16,1157,1,1157.0,0,14,5152.0,10337.0,15489.0,85.79166666666666,47.166666666666664,38.625,3,18.0,9.0,9.0,2286.0,1157.0,3443.0,0,0.0,42,0.0,0.0,17.435625004768372,0.10138888931315806,0.0,0.0,13.504576796210474,27.71999924911393,17.941249979866875,17.3771247168382,0.10138888931315806,0.0,0.0,13.504576796210474,27.71999924911393,17.882749689949883,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,1.0,0.516158187862762
ZL,SWK,2020-06,2020,6,42,26.0,0.43,9,42.0,0.7,8,60,0.15,0.1333,0,98,1,98.0,0,14,5152.0,10337.0,15489.0,85.79166666666666,47.166666666666664,38.625,7,40.25,23.25,17.0,4285.0,3316.0,7601.0,1,0.08333333333333333,98,0.7213475204444817,0.25,17.435625004768372,0.10138888931315806,0.0,0.0,13.504576796210474,27.71999924911393,17.941249979866875,17.25824987557199,0.10902777833657132,0.0,0.0,13.594114501112037,27.037499258915584,18.133319246768952,1,0.0333,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,1.0,0.5453739246255462
AH,DR,2020-06,2020,6,16,287.0,0.25,84,5522.0,4.84,276,1141,0.0736,0.2419,20,1124,1,1124.0,0,15,8816.0,8844.0,17660.0,35.32142857142857,18.571428571428573,16.75,8,20.5,10.25,10.25,4354.0,4291.0,8645.0,0,0.0,120,0.0,0.0,17.58190320995119,0.10652777886845999,0.0,0.0,12.647255641718706,26.7924992316299,18.125236536396873,17.771236465374628,0.1037500005422367,0.0,0.0,12.587527471284071,26.206499271591504,18.485264372825622,1,0.0333,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.0,0.46951819467008077
MRN,VNDW,2020-06,2020,6,14,635.0,0.45,274,3452.0,2.47,223,1398,0.196,0.1595,2,1615,1,1615.0,0,4,3232.0,3232.0,6464.0,22.0,11.0,11.0,4,15.0,7.5,7.5,3232.0,3194.0,6426.0,0,0.0,16,0.0,0.0,17.388819428284965,0.11513888971466157,0.0,0.0,13.29105300663246,28.45199924111366,17.953124992052715,17.613653012779025,0.11166666723373864,0.0,0.0,13.293952615807454,27.55799919565519,18.635458568731945,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.1952774970476636
ASSP,DMN,2020-06,2020,6,2,1468.0,0.63,730,2883.0,1.23,767,2345,0.3113,0.3271,1,2408,1,2408.0,0,4,4858.0,4858.0,9716.0,3.0,1.5,1.5,4,9.0,4.5,4.5,4858.0,4845.0,9703.0,0,0.0,16,0.0,0.0,17.061694884962506,0.0958333347303172,0.0,0.0,14.369885161643227,28.364499188131756,18.014681009451547,17.08769436478615,0.0958333347303172,0.0,0.0,14.369885161643227,28.364499188131756,18.040680387285022,1,0.0333,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.2274890358478019
HON,RSN,2020-06,2020,6,7,484.0,0.56,152,1093.0,1.26,168,867,0.1753,0.1938,1,938,1,938.0,0,4,1918.0,1917.0,3835.0,22.0,11.0,11.0,4,15.0,7.5,7.5,1918.0,1917.0,3835.0,0,0.0,16,0.0,0.0,17.727667109833824,0.12138888940422071,0.0,0.0,12.095543389353487,26.231499315632714,18.369056018193564,17.803250406185786,0.10416666757729319,0.0,0.0,12.694053698910608,27.306999288664922,18.663528245025212,1,0.0333,8.0,21.0,0.2629,0,0.0011534025,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,3,1.2246467991473532e-16,-1.0,0.0,0.424472059925509
DN,HMBH,2020-06,2020,6,8,463.0,0.48,169,1800.0,1.87,57,965,0.1751,0.0591,0,1008,1,1008.0,0,7,2292.0,3344.0,5636.0,27.416666666666664,11.666666666666666,15.75,4,9.0,4.5,4.5,1994.0,1009.0,3003.0,1,0.2,28,0.7213475204444817,0.25,17.989679982264835,0.0898611110738582,0.0,0.0,11.812859166661898,26.39599934551451,18.773777098125883,17.979222604963514,0.08736111225767268,0.0,0.0,12.099685480445624,26.137499321831598,18.970194925202264,1,0.0333,8.0,21.0,0.2629,0,0.008290156,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.992,3,1.2246467991473532e-16,-1.0,0.0,0.4199761482445178
ALM,ALMP,2020-06,2020,6,2,820.0,0.37,250,2041.0,0.92,216,2217,0.1128,0.0974,35,2304,1,2304.0,0,12,8522.0,9493.0,18015.0,29.0,14.5,14.5,4,6.0,3.0,3.0,4714.0,4714.0,9428.0,1,0.14285714285714285,48,0.7213475204444817,0.25,17.107319201363456,0.08555555617850688,0.0,0.0,15.045927066935434,29.015999205244913,18.316069179111057,17.27243055237664,0.08666666720269454,0.0,0.0,15.375261564511392,31.487999143865373,18.22506946987576,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.46733302965427276
VNDC,VNDW,2020-06,2020,6,1,129.0,0.09,60,3228.0,2.29,152,1409,0.0426,0.1079,10,1617,1,1617.0,0,3,3156.0,1617.0,4773.0,5.5,4.5,1.0,4,15.0,7.5,7.5,3232.0,3194.0,6426.0,0,0.0,12,0.0,0.0,17.62330576048957,0.11375000133282609,0.0,0.0,12.646982268823518,26.442499299181833,18.167750243345896,17.613653012779025,0.11166666723373864,0.0,0.0,13.293952615807454,27.55799919565519,18.635458568731945,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.22383931665428347
DLD,BHV,2020-06,2020,6,3,2485.0,1.11,1494,3284.0,1.46,373,2246,0.6652,0.1661,12,2342,1,2342.0,0,6,4588.0,4589.0,9177.0,12.0,6.0,6.0,4,9.0,4.5,4.5,4587.0,4587.0,9174.0,0,0.0,24,0.0,0.0,17.447624928421444,0.10888888940422072,0.0,0.0,13.066909848070807,28.3984992702802,18.50748595794042,17.23845822347535,0.12194444525779949,0.0,0.0,12.92614959337645,27.079999216397603,17.897555379072823,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.22185573098403943
NMGO,NMD,2020-06,2020,6,2,926.0,0.5,413,5483.0,2.93,312,1869,0.221,0.1669,0,1961,1,1961.0,0,4,3831.0,3564.0,7395.0,5.0,2.5,2.5,4,6.0,3.0,3.0,3830.0,2978.0,6808.0,0,0.0,16,0.0,0.0,17.697416857878366,0.0762500008671648,0.0,0.0,12.457951877017816,27.030999239285787,18.18720854785707,17.729916535483465,0.0762500008671648,0.0,0.0,12.457951877017816,27.030999239285787,18.21970813141929,1,0.0333,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.0,0.3551625549725918
