source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,LogisticRegression_TWCW_pred,LogisticRegression_TWCW_proba
ZD,CAS,2022-12,2022,12,17,2667.0,1.62,724,9847.0,6.0,636,1642,0.4409,0.3873,72,1997,1,1997.0,0,10,10923.0,10860.0,21783.0,24.4,12.2,12.2,8,20.0,10.0,10.0,6848.0,6339.0,13187.0,0,0.0,80,0.0,0.0,3.7172420273925506,0.09543010846821852,0.0008467741971535067,0.0,15.177493806327544,27.308224987278702,3.323559165286321,4.422580651918887,0.09731182812522816,0.0019758064800532915,0.0,19.20039824420406,33.38467654297429,3.858198929357753,2,0.0645,9.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.7655700812479489
BHV,UTO,2022-12,2022,12,6,2133.0,1.1,852,4340.0,2.25,784,1931,0.4412,0.406,0,2329,1,2329.0,0,5,4633.33,4564.0,9197.33,10.5,6.0,4.5,7,17.666666666666664,8.0,9.666666666666666,8481.0,4274.0,12755.0,1,0.16666666666666666,35,0.36067376022224085,0.0625,3.653330745776334,0.11250000025436122,9.408602190594519e-05,0.0,14.872174434443956,27.499837943302687,3.3625376594092655,3.6923306632426476,0.11250000025436122,9.408602190594519e-05,0.0,14.872174434443956,27.499837943302687,3.401537652052338,2,0.0645,9.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,0.0,0.46929873873378186
RTZ,RTB,2022-12,2022,12,3,1094.0,0.57,537,4213.0,2.21,547,1908,0.2814,0.2867,17,2460,1,2460.0,0,6,4969.0,4973.0,9942.0,4.666666666666667,2.3333333333333335,2.3333333333333335,7,14.416666666666668,7.666666666666667,6.75,9393.0,7817.0,17210.0,1,0.16666666666666666,42,0.9102392266268373,0.3333333333333333,3.8322257633290944,0.10846774267052771,0.0011290322628713424,0.0,15.531628803860757,28.164676626523335,3.591970451456565,3.825725899899118,0.10846774267052771,0.0011290322628713424,0.0,15.531628803860757,28.164676626523335,3.5854704387946637,2,0.0645,9.0,21.0,0.2629,1,0.0,0.0,0.0,0.002096436,0.0,0.0,0.0,0.002,0.998,1,-2.4492935982947064e-16,1.0,0.0,0.45678076208881396
PT,EML,2022-12,2022,12,5,1761.0,1.6,635,2763.0,2.52,296,1098,0.5783,0.2696,10,1116,1,1116.0,0,4,2257.0,2260.0,4517.0,12.0,6.0,6.0,4,9.0,4.5,4.5,2258.0,2257.0,4515.0,0,0.0,16,0.0,0.0,3.6784516495241912,0.11720430170015622,0.0017876344562698437,0.0,15.45490629602504,28.64177341743182,3.5564085636988922,3.6199516316635476,0.11720430170015622,0.0017876344562698437,0.0,15.45490629602504,28.64177341743182,3.497908618972106,2,0.0645,9.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,0.0,0.2645551622105794
ASDL,ASS,2022-12,2022,12,3,4763.0,1.7,1562,13092.0,4.68,1254,2800,0.5579,0.4479,2,4100,1,4100.0,0,4,8293.0,8293.0,16586.0,15.0,7.5,7.5,12,24.666666666666668,12.333333333333334,12.333333333333334,27172.0,21752.0,48924.0,0,0.0,48,0.0,0.0,3.7622285883082576,0.10551075302865556,0.0008467741971535067,0.0,15.434097576205449,28.05241850306911,3.363774276578859,3.658742008680698,0.09543010846821852,0.0008467741971535067,0.0,15.177493806327544,27.308224987278702,3.2650592023036094,2,0.0645,9.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.5498380033162144
ASHD,AC,2022-12,2022,12,4,2006.0,1.4,781,6843.0,4.79,579,1428,0.5469,0.4055,2,2053,1,2053.0,0,4,4048.0,4049.0,8097.0,5.0,2.5,2.5,4,16.0,8.0,8.0,4049.0,4048.0,8097.0,0,0.0,16,0.0,0.0,3.7294920493863644,0.11478494685543801,0.000470430109529726,0.0,16.086129643103128,27.974999233599632,3.3060377252198037,3.7359920333550183,0.11478494685543801,0.000470430109529726,0.0,16.086129643103128,27.974999233599632,3.3125376602764973,2,0.0645,9.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.677144556733882
SHL,RTD,2022-12,2022,12,67,518.0,1.59,123,1057.0,3.24,143,326,0.3773,0.4387,316,1036,1,1036.0,0,13,21887.0,18981.0,40868.0,46.69047619047619,22.857142857142858,23.833333333333332,14,48.86666666666667,27.2,21.666666666666668,12314.0,17374.0,29688.0,0,0.0,182,0.0,0.0,3.7687285736914204,0.10551075302865556,0.0008467741971535067,0.0,15.434097576205449,28.05241850306911,3.3702742075046865,3.8582257830828266,0.10846774267052771,0.0011290322628713424,0.0,15.531628803860757,28.164676626523335,3.617970467485007,2,0.0645,9.0,21.0,0.2629,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.8670156143819459
PT,NKK,2022-12,2022,12,7,1182.0,1.05,370,2869.0,2.55,314,1127,0.3283,0.2786,1,1144,1,1144.0,0,4,2257.0,2260.0,4517.0,12.0,6.0,6.0,6,17.0,7.666666666666667,9.333333333333334,2381.0,2293.0,4674.0,0,0.0,24,0.0,0.0,3.6784516495241912,0.11720430170015622,0.0017876344562698437,0.0,15.45490629602504,28.64177341743182,3.5564085636988922,3.686779565786222,0.1118279579345898,0.0016935483342216861,0.0,14.99602396449735,26.984031402936544,3.509763502646037,2,0.0645,9.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,0.0,0.40885245264216946
ZVB,ZLW,2022-12,2022,12,8,1544.0,1.72,691,3280.0,3.66,729,897,0.7703,0.8127,0,932,1,932.0,0,4,2036.0,1964.0,4000.0,16.0,8.0,8.0,6,21.333333333333332,10.666666666666666,10.666666666666666,4379.0,4443.0,8822.0,0,0.0,24,0.0,0.0,3.785271621619662,0.13655914053801568,0.0005645161314356712,0.0,14.996999203838328,27.44903149207433,3.6143038676881423,3.837354957536664,0.12419354887579077,9.408602190594519e-05,0.0,15.298109175376995,27.74128956179465,3.6225027955758073,2,0.0645,9.0,21.0,0.2629,1,0.0011148272,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,-2.4492935982947064e-16,1.0,1.0,0.5570854188078608
OW,HT,2022-12,2022,12,18,6.0,1.2,4,60.0,12.0,2,5,0.8,0.4,0,36,1,36.0,0,5,2494.0,2453.0,4947.0,16.0,6.0,10.0,14,40.42857142857143,20.571428571428573,19.857142857142858,12122.0,13799.0,25921.0,1,0.1,70,0.7213475204444817,0.25,3.8415134591075484,0.13091397950405714,0.0,0.0,14.92190339396237,26.893063708979597,3.706163921974279,3.7851183973402986,0.12715053850764868,0.001975806460024849,0.0,14.87024649913593,26.94677342714802,3.6988952163136215,2,0.0645,9.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.5383008344272135
ZD,HN,2022-12,2022,12,33,199.0,2.07,62,472.0,4.92,60,96,0.6458,0.625,1,566,1,566.0,0,10,10923.0,10860.0,21783.0,24.4,12.2,12.2,9,43.15,22.75,20.4,5438.0,5384.0,10822.0,1,0.1111111111111111,90,0.5581106265512472,0.16666666666666666,3.7172420273925506,0.09543010846821852,0.0008467741971535067,0.0,15.177493806327544,27.308224987278702,3.323559165286321,3.9022257903650885,0.0852150542721633,0.00018817204381189038,0.0,16.842859613118314,29.300321751384324,3.517212349971536,2,0.0645,9.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.5951649561013538
HLM,HAD,2023-05,2023,5,4,1670.0,0.61,679,10441.0,3.8,549,2747,0.2472,0.1999,130,3354,1,3354.0,0,12,9141.25,11135.0,20276.25,11.833333333333332,5.5,6.333333333333333,6,24.0,12.0,12.0,6891.0,5728.0,12619.0,0,0.0,72,0.0,0.0,12.479432987269535,0.09610215017712244,0.0,0.0,14.297034365675783,27.241450894263483,13.477416860800917,12.650306724092012,0.11330645051734742,0.0,0.0,13.86999413282961,27.119999276694433,13.550642726882812,3,0.0968,8.0,21.0,0.2629,0,0.5857299,0.0,0.0,0.0,0.586,0.0,0.0,0.0,0.414,2,0.49999999999999994,-0.8660254037844387,0.0,0.3632928452050231
WP,NDB,2023-05,2023,5,9,1232.0,0.73,476,3915.0,2.32,503,1689,0.2818,0.2978,2,2078,1,2078.0,0,10,10528.5,10527.5,21056.0,20.4,10.2,10.2,8,19.0,9.5,9.5,6108.0,6146.0,12254.0,1,0.125,80,0.9102392266268373,0.3333333333333333,12.829155968402022,0.09099462420068762,0.0,0.0,14.579573176961432,27.382257303883954,13.973846772665619,12.976287588316907,0.08306451636536788,0.0,0.0,13.77896481463986,27.13838638477428,13.937107514309627,3,0.0968,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.5272647867879964
RSN,HON,2023-05,2023,5,7,1040.0,1.06,588,1518.0,1.54,598,984,0.5976,0.6077,30,1031,1,1031.0,0,4,2038.0,2039.0,4077.0,15.0,7.5,7.5,4,22.0,11.0,11.0,2039.0,2038.0,4077.0,0,0.0,16,0.0,0.0,13.150481214446406,0.09946236575162538,0.0,0.0,12.371410811460146,24.91451540685469,13.893021527157035,13.137613283370131,0.11129032281698079,0.0,0.0,11.94221742114713,24.349838007521885,13.852599880387706,3,0.0968,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.4384570671273435
HRN,GERP,2023-05,2023,5,4,990.0,0.89,299,3030.0,2.71,345,1118,0.2674,0.3086,6,1344,1,1344.0,0,4,2694.0,2443.0,5137.0,26.0,13.0,13.0,3,7.0,3.0,4.0,2691.0,1347.0,4038.0,0,0.0,12,0.0,0.0,12.227177344983623,0.077016129508935,0.0,0.0,13.596600367577485,25.849354137336054,13.170591298610933,12.246677674913919,0.077016129508935,0.0,0.0,13.596600367577485,25.849354137336054,13.190091683659503,3,0.0968,8.0,21.0,0.2629,1,0.08944544,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.911,2,0.49999999999999994,-0.8660254037844387,0.0,0.3123390370671782
RLB,RTST,2023-05,2023,5,2,17.0,0.68,5,97.0,3.88,5,25,0.2,0.2,0,52,1,52.0,0,9,4983.0,4973.37,9956.369999999999,9.9,5.5,4.4,5,3.8333333333333335,1.5,2.3333333333333335,102.0,160.0,262.0,2,0.2857142857142857,45,1.424137568996588,0.47619047619047616,13.035263665901716,0.10443548423548539,0.0,0.0,13.844348004268062,26.57128959125088,13.966446497107064,12.890110239546786,0.09327957011078314,0.0,0.0,13.463224719168357,26.26209605957872,13.972435456450267,3,0.0968,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.88,2,0.49999999999999994,-0.8660254037844387,0.0,0.4038245782930921
HM,EHV,2023-05,2023,5,13,1038.0,1.1,306,3830.0,4.05,366,945,0.3238,0.3873,0,1104,1,1104.0,0,8,4955.0,4710.0,9665.0,12.0,6.0,6.0,13,33.14285714285714,15.0,18.142857142857142,10066.0,12529.0,22595.0,0,0.0,104,0.0,0.0,13.621814486800984,0.08413978507842428,0.0,0.0,11.802425479296074,23.960805745214543,14.451653185711113,13.69983087752455,0.08212365631655019,0.0,0.0,11.49415062343882,24.21241876899555,14.544185772377958,3,0.0968,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.6492096934662563
CL,HTNC,2023-05,2023,5,9,1205.0,0.52,295,5594.0,2.41,412,2321,0.1271,0.1775,0,2325,1,2325.0,0,4,4654.0,4654.0,9308.0,17.0,8.5,8.5,4,10.0,5.0,5.0,4654.0,4868.0,9522.0,0,0.0,16,0.0,0.0,13.307822577735429,0.06881720491594845,0.0,0.0,13.30817912070341,24.79354766860444,14.005537565677397,13.146599447214475,0.08225806429982185,0.0,0.0,13.269679983296703,25.409999323788508,13.927110164396224,3,0.0968,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.5120799129388812
DVNK,LEDN,2023-05,2023,5,3,727.0,0.4,293,3877.0,2.13,374,1817,0.1613,0.2058,15,2396,1,2396.0,0,4,4838.0,4828.0,9666.0,5.0,2.5,2.5,18,35.33333333333333,18.444444444444443,16.88888888888889,15796.0,15966.0,31762.0,0,0.0,72,0.0,0.0,12.662739503768183,0.10833333307496643,0.0,0.0,13.885184513144596,26.410644420692996,13.748223381016844,12.572002614057192,0.11236559044850129,0.0,0.0,14.291882490719198,27.504676709572475,13.771263413531805,3,0.0968,8.0,21.0,0.2629,0,0.00055035774,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.49999999999999994,-0.8660254037844387,1.0,0.5809310415259803
HLM,BLL,2023-05,2023,5,3,916.0,0.78,378,2267.0,1.92,289,1178,0.3209,0.2453,73,1256,1,1256.0,0,12,9141.25,11135.0,20276.25,11.833333333333332,5.5,6.333333333333333,4,5.0,2.5,2.5,2468.0,2456.0,4924.0,0,0.0,48,0.0,0.0,12.479432987269535,0.09610215017712244,0.0,0.0,14.297034365675783,27.241450894263483,13.477416860800917,12.511933088302612,0.09610215017712244,0.0,0.0,14.297034365675783,27.241450894263483,13.509916952220342,3,0.0968,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.28463513567127713
HLM,HLMS,2023-05,2023,5,1,931.0,0.41,458,3315.0,1.46,370,2278,0.2011,0.1624,147,2376,1,2376.0,0,12,9141.25,11135.0,20276.25,11.833333333333332,5.5,6.333333333333333,4,8.0,4.0,4.0,4766.0,4724.0,9490.0,0,0.0,48,0.0,0.0,12.479432987269535,0.09610215017712244,0.0,0.0,14.297034365675783,27.241450894263483,13.477416860800917,12.531433005486765,0.09610215017712244,0.0,0.0,14.297034365675783,27.241450894263483,13.529416902090913,3,0.0968,8.0,21.0,0.2629,0,0.00043898157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.2974805826766272
NS,HD,2023-05,2023,5,12,1093.0,0.95,439,3092.0,2.69,487,1148,0.3824,0.4242,1,1142,1,1142.0,0,4,2308.0,2259.0,4567.0,21.0,10.5,10.5,6,29.0,10.666666666666666,18.333333333333332,2341.0,2338.0,4679.0,0,0.0,24,0.0,0.0,13.096954366532705,0.100806451693017,0.0,0.0,12.964056805577329,25.867741222022683,14.094064662533421,13.099139606760394,0.08104838707274006,0.0,0.0,12.624108821714437,25.004515461383328,14.122795560026681,3,0.0968,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.4924722104517131
HGV,MP,2023-05,2023,5,20,424.0,0.4,139,1874.0,1.79,165,1048,0.1326,0.1574,25,1104,1,1104.0,0,6,2214.5,2250.5,4465.0,48.666666666666664,27.333333333333332,21.333333333333332,7,48.66666666666667,20.666666666666668,28.0,6354.0,5557.0,11911.0,2,0.3333333333333333,42,1.013230239864666,0.2777777777777778,12.78597296662228,0.07446236588982164,0.0,0.0,12.803638806586624,25.61128960245399,13.617894942401557,12.832190858420505,0.0674731185239169,0.0,0.0,12.637131217666852,25.27064448851411,13.62190858394869,3,0.0968,8.0,21.0,0.2629,0,0.09064885,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.909,2,0.49999999999999994,-0.8660254037844387,0.0,0.4497797324602002
DMNZ,DVD,2023-05,2023,5,2,949.0,0.55,388,3294.0,1.9,425,1731,0.2241,0.2455,1,2144,1,2144.0,0,4,4222.0,4185.0,8407.0,9.0,4.5,4.5,15,20.482142857142858,11.625,8.857142857142858,12106.0,12087.0,24193.0,0,0.0,60,0.0,0.0,12.835656173126672,0.09099462420068762,0.0,0.0,14.579573176961432,27.382257303883954,13.980347008474412,12.770655996696924,0.09099462420068762,0.0,0.0,14.579573176961432,27.382257303883954,13.915346948049402,3,0.0968,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.59716384071044
HAD,HIL,2023-05,2023,5,7,850.0,0.7,354,1510.0,1.24,370,1215,0.2914,0.3045,0,1350,1,1350.0,0,6,6891.0,5728.0,12619.0,24.0,12.0,12.0,4,17.0,8.5,8.5,2687.0,2687.0,5374.0,0,0.0,24,0.0,0.0,12.650306724092012,0.11330645051734742,0.0,0.0,13.86999413282961,27.119999276694433,13.550642726882812,12.499645370309072,0.08884408659431883,0.0,0.0,16.854011691545928,30.52548308462225,14.569134653896414,3,0.0968,8.0,21.0,0.2629,1,0.06337448,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.937,2,0.49999999999999994,-0.8660254037844387,1.0,0.7303143473714291
CPS,NWK,2023-05,2023,5,4,798.0,0.66,277,3449.0,2.87,344,1203,0.2303,0.286,0,1585,1,1585.0,0,4,3186.0,3186.0,6372.0,5.0,2.5,2.5,4,13.0,6.5,6.5,3186.0,3186.0,6372.0,0,0.0,16,0.0,0.0,12.926938236400645,0.09368279605342816,0.0,0.0,14.003414695141135,26.961289632384496,13.970284942657717,12.946438189475767,0.09368279605342816,0.0,0.0,14.003414695141135,26.961289632384496,13.989784944442011,3,0.0968,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0008312552,0.0,0.0,0.0,0.001,0.999,2,0.49999999999999994,-0.8660254037844387,1.0,0.5318770323707013
HGV,BL,2023-05,2023,5,14,1093.0,1.0,359,3108.0,2.83,401,1097,0.3273,0.3655,12,1106,1,1106.0,0,6,2214.5,2250.5,4465.0,48.666666666666664,27.333333333333332,21.333333333333332,4,30.0,15.0,15.0,2210.0,2208.0,4418.0,1,0.2,24,0.5581106265512472,0.16666666666666666,12.78597296662228,0.07446236588982164,0.0,0.0,12.803638806586624,25.61128960245399,13.617894942401557,12.687941071166787,0.061559139991239194,0.0,0.0,13.449277647400415,25.401773563636247,13.695871167926379,3,0.0968,8.0,21.0,0.2629,1,0.091157705,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.909,2,0.49999999999999994,-0.8660254037844387,0.0,0.4702944799971731
DRON,LLS,2023-05,2023,5,25,530.0,0.48,250,2346.0,2.1,298,1115,0.2242,0.2673,0,1860,1,1860.0,0,4,3703.0,3735.0,7438.0,42.0,21.0,21.0,9,58.5,30.5,28.0,7464.0,8304.0,15768.0,0,0.0,36,0.0,0.0,12.854395113004152,0.08615591521224668,0.0,0.0,12.714891115023244,25.23435419221078,13.653790256028534,12.904873401247045,0.10994623738631445,0.0,0.0,13.997411831652606,27.539515349813687,13.728529318686455,3,0.0968,8.0,21.0,0.2629,1,0.0071748877,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.993,2,0.49999999999999994,-0.8660254037844387,1.0,0.6892265815197579
DMNZ,WP,2023-05,2023,5,7,1002.0,0.61,323,3344.0,2.03,377,1650,0.1958,0.2285,24,2041,1,2041.0,0,4,4222.0,4185.0,8407.0,9.0,4.5,4.5,10,20.4,10.2,10.2,10528.5,10527.5,21056.0,0,0.0,40,0.0,0.0,12.835656173126672,0.09099462420068762,0.0,0.0,14.579573176961432,27.382257303883954,13.980347008474412,12.829155968402022,0.09099462420068762,0.0,0.0,14.579573176961432,27.382257303883954,13.973846772665619,3,0.0968,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.6007519000982476
HAD,LEDN,2023-05,2023,5,25,1376.0,0.9,593,10160.0,6.63,801,1532,0.3871,0.5228,0,2178,1,2178.0,0,6,6891.0,5728.0,12619.0,24.0,12.0,12.0,18,35.33333333333333,18.444444444444443,16.88888888888889,15796.0,15966.0,31762.0,0,0.0,108,0.0,0.0,12.650306724092012,0.11330645051734742,0.0,0.0,13.86999413282961,27.119999276694433,13.550642726882812,12.572002614057192,0.11236559044850129,0.0,0.0,14.291882490719198,27.504676709572475,13.771263413531805,3,0.0968,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.5467236558669322
GDM,TPSW,2023-05,2023,5,10,288.0,0.25,89,4615.0,4.0,1065,1153,0.0772,0.9237,34,1148,1,1148.0,0,6,4656.0,4660.0,9316.0,18.0,9.0,9.0,3,16.0,6.0,10.0,2314.0,1166.0,3480.0,0,0.0,18,0.0,0.0,13.31432277989644,0.06881720491594845,0.0,0.0,13.30817912070341,24.79354766860444,14.01203780404983,13.529252468898733,0.08669354856735276,0.0,0.0,13.051389419143238,25.880805828718728,14.111040078183656,3,0.0968,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.5394735940559157
HAD,HLM,2023-05,2023,5,4,1153.0,0.71,346,9266.0,5.73,561,1616,0.2141,0.3472,0,2200,1,2200.0,0,6,6891.0,5728.0,12619.0,24.0,12.0,12.0,12,11.833333333333332,5.5,6.333333333333333,9141.25,11135.0,20276.25,0,0.0,72,0.0,0.0,12.650306724092012,0.11330645051734742,0.0,0.0,13.86999413282961,27.119999276694433,13.550642726882812,12.479432987269535,0.09610215017712244,0.0,0.0,14.297034365675783,27.241450894263483,13.477416860800917,3,0.0968,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.3307716886544948
AMPO,WP,2023-05,2023,5,13,861.0,0.37,308,4767.0,2.03,410,2344,0.1314,0.1749,3,3171,1,3171.0,0,6,8073.0,8057.0,16130.0,24.666666666666668,12.333333333333334,12.333333333333334,10,20.4,10.2,10.2,10528.5,10527.5,21056.0,2,0.3333333333333333,60,1.631586747071319,0.5833333333333333,12.977545570942663,0.08803763467898612,0.0,0.0,15.159133980190882,28.576934703575667,14.335139533524872,12.829155968402022,0.09099462420068762,0.0,0.0,14.579573176961432,27.382257303883954,13.973846772665619,3,0.0968,8.0,21.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.6041217391873467
ZL,AMF,2023-05,2023,5,66,682.0,0.57,235,6280.0,5.27,445,1192,0.1971,0.3733,37,1772,1,1772.0,0,14,6729.0,12521.5,19250.5,86.54166666666666,47.166666666666664,39.375,15,46.10714285714286,23.857142857142858,22.25,12798.0,12962.0,25760.0,0,0.0,210,0.0,0.0,12.96646507068347,0.08091397905942574,0.0,0.0,13.117957378907871,25.699354132336953,13.699596782525381,13.111147647583357,0.08830645232791862,0.0,0.0,12.654976214372343,26.025967015694548,14.020153008481508,3,0.0968,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.2853919587026541
DT,SDM,2023-05,2023,5,10,2122.0,1.03,825,13321.0,6.49,1097,2052,0.402,0.5346,6,3004,1,3004.0,0,11,12076.0,11973.9,24049.9,20.1,7.6,12.5,6,15.333333333333334,7.666666666666667,7.666666666666667,9472.0,9124.0,18596.0,2,0.2857142857142857,66,1.876989522792215,0.6,12.719843868606834,0.09086021508580895,0.0,0.0,13.306337724930497,26.996128267498428,13.642021282385754,12.851109958784555,0.09327957011078314,0.0,0.0,13.463224719168357,26.26209605957872,13.933435183699412,3,0.0968,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,1.0,0.51251612006307
AH,NM,2023-05,2023,5,19,682.0,0.64,195,5557.0,5.2,539,1069,0.1824,0.5042,56,1281,1,1281.0,0,13,8490.0,9143.0,17633.0,22.857142857142858,12.0,10.857142857142858,9,22.75,11.75,11.0,5610.0,8482.0,14092.0,1,0.09090909090909091,117,0.7213475204444817,0.25,13.34776115193162,0.09395161385257397,0.0,0.0,12.631818563947755,25.298709032997007,14.053204738965599,13.598607309082503,0.09341397835442455,0.0,0.0,11.943674490336448,24.736934836833708,14.169171792845573,3,0.0968,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.48400478767209537
AH,AHZ,2023-05,2023,5,8,407.0,0.28,159,2961.0,2.06,273,1440,0.1104,0.1896,69,1966,1,1966.0,0,13,8490.0,9143.0,17633.0,22.857142857142858,12.0,10.857142857142858,4,11.0,5.5,5.5,3964.0,3006.0,6970.0,1,0.125,52,0.7213475204444817,0.25,13.34776115193162,0.09395161385257397,0.0,0.0,12.631818563947755,25.298709032997007,14.053204738965599,13.506610264701228,0.09045698994430162,0.0,0.0,12.702547149953022,25.74193480514711,14.211112976074219,3,0.0968,8.0,21.0,0.2629,0,0.02638889,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,2,0.49999999999999994,-0.8660254037844387,0.0,0.4428269492314405
AH,DR,2023-05,2023,5,16,658.0,0.59,152,4244.0,3.8,304,1117,0.1361,0.2722,57,1198,1,1198.0,0,13,8490.0,9143.0,17633.0,22.857142857142858,12.0,10.857142857142858,8,20.5,10.25,10.25,4467.0,4395.0,8862.0,0,0.0,104,0.0,0.0,13.34776115193162,0.09395161385257397,0.0,0.0,12.631818563947755,25.298709032997007,14.053204738965599,13.282201661217597,0.09502688268580103,0.0,0.0,12.40263503052855,24.354192842719375,14.03320970394278,3,0.0968,8.0,21.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,0.0,0.43776887876133247
