source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,XGBClassifier_WTH_pred,XGBClassifier_WTH_proba
UT,UTO,2023-12,2023,12,3,1351.0,0.38,472,4860.0,1.35,135,3587,0.1316,0.0376,201,3902,1,3902.0,0,30,22636.0,30708.37,53344.369999999995,46.01809954751131,23.076923076923077,22.941176470588236,7,17.666666666666664,8.0,9.666666666666666,7966.0,3988.0,11954.0,1,0.05,210,0.7213475204444817,0.25,6.294822725252078,112.20000083744526,4.059999980032444,0.0029435483213033405,20.307937403840402,83.520004,6.04636842936718,6.350059175663578,113.80000074952841,3.5700000151991844,0.0029435483213033405,20.35824382833896,84.96,6.020959701879772,2,0.0645,10.0,19.0,0.2629,0,0,0.2992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,0.0,0.06638661026954651
UT,KLP,2023-12,2023,12,34,511.0,0.6,124,3239.0,3.82,202,849,0.1461,0.2379,43,645,1,645.0,0,30,22636.0,30708.37,53344.369999999995,46.01809954751131,23.076923076923077,22.941176470588236,6,42.0,21.0,21.0,2576.0,2558.0,5134.0,2,0.1111111111111111,180,1.2426698691192237,0.4,6.294822725252078,112.20000083744526,4.059999980032444,0.0029435483213033405,20.307937403840402,83.520004,6.04636842936718,6.098438210239614,127.60000042617321,5.879999928176403,0.002688171982925425,19.35939010865586,81.36,5.796354871348388,2,0.0645,10.0,19.0,0.2629,0,1,0.2992,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9226791858673096
UT,ED,2023-12,2023,12,41,26.0,0.81,7,799.0,24.97,23,32,0.2188,0.7188,4,176,1,176.0,0,30,22636.0,30708.37,53344.369999999995,46.01809954751131,23.076923076923077,22.941176470588236,9,44.1,23.5,20.6,4187.0,4916.0,9103.0,2,0.1,270,1.531574161186449,0.5333333333333333,6.294822725252078,112.20000083744526,4.059999980032444,0.0029435483213033405,20.307937403840402,83.520004,6.04636842936718,6.0139381323880965,127.60000042617321,5.879999928176403,0.0028091397221570694,19.35939010865586,81.36,5.711854889337975,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9373576045036316
KPNZ,ZL,2023-12,2023,12,15,291.0,0.48,104,4335.0,7.12,220,609,0.1708,0.3612,2,232,1,232.0,0,4,2414.0,1526.0,3940.0,32.0,16.0,16.0,14,86.54166666666666,47.166666666666664,39.375,5342.0,10317.6,15659.6,0,0.0,56,0.0,0.0,6.079596750162822,128.70000054687262,6.089999936521053,0.005026881608070546,20.67321415990591,84.6,5.7193817799179865,6.045900533386376,132.10000018030405,5.879999995231628,0.005591397724484885,21.093973547060003,86.399994,5.745497319316591,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.04269294,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.957,1,-2.4492935982947064e-16,1.0,1.0,0.9608200788497925
ASA,DVD,2023-12,2023,12,2,2259.0,1.48,746,7613.0,5.0,865,1522,0.4901,0.5683,1,1669,1,1669.0,0,10,9760.0,9432.0,19192.0,18.8,9.4,9.4,15,20.482142857142858,11.625,8.857142857142858,10450.0,10339.0,20789.0,2,0.18181818181818182,150,0.7872506057680129,0.1588235294117647,6.473164160811012,122.70000063627958,3.219999998807907,0.0026344085432669167,21.480396888389063,83.88,5.98640333907178,6.434163921267315,122.70000063627958,3.219999998807907,0.0026344085432669167,21.480396888389063,83.88,5.947403179741995,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.9864522218704224
OTB,WF,2023-12,2023,12,4,712.0,0.83,347,1299.0,1.51,354,863,0.4021,0.4102,5,925,1,925.0,0,4,1836.0,940.33,2776.33,8.0,4.0,4.0,3,10.5,6.5,4.0,1800.0,887.0,2687.0,0,0.0,12,0.0,0.0,5.881204392901191,130.40000044554472,4.829999968409538,0.002889784881644832,19.252575996982795,82.439995,5.722938276256524,5.920204245094811,130.40000044554472,4.829999968409538,0.002889784881644832,19.252575996982795,82.439995,5.761938218678278,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0034762456,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.997,1,-2.4492935982947064e-16,1.0,0.0,0.09199270606040955
SPTN,DRH,2023-12,2023,12,1,1525.0,1.33,549,2944.0,2.57,578,1147,0.4786,0.5039,4,1228,1,1228.0,0,4,2448.0,2453.0,4901.0,3.0,1.5,1.5,4,6.0,3.0,3.0,2466.0,2453.0,4919.0,0,0.0,16,0.0,0.0,6.957217646262017,122.70000076293945,4.4099999740719795,0.0014650537306943568,24.9727489368249,93.96,6.493642431052942,6.963717724567139,122.70000076293945,4.4099999740719795,0.0014650537306943568,24.9727489368249,93.96,6.5001424550208995,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,0.0,0.10460266470909119
ASN,HRN,2023-12,2023,12,22,1311.0,1.09,377,3112.0,2.58,416,1206,0.3126,0.3449,24,1607,1,1607.0,0,9,4545.2,3790.0,8335.2,76.0,37.333333333333336,38.666666666666664,4,26.0,13.0,13.0,3231.0,2718.0,5949.0,0,0.0,36,0.0,0.0,5.5469086129839225,131.200000397861,8.26000003516674,0.008723118212274325,19.36614832482351,85.67999,5.118884415766324,5.625094084394595,120.3000011742115,7.980000078678131,0.009180107456882315,19.913491224088975,88.56,5.3620565290943345,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.086235486,0.0,0.0,0.0024875621,0.086,0.0,0.0,0.002,0.912,1,-2.4492935982947064e-16,1.0,1.0,0.5168333649635315
HVSP,UTO,2023-12,2023,12,14,506.0,1.34,182,831.0,2.19,188,379,0.4802,0.496,0,671,1,671.0,0,7,3929.37,3601.0,7530.37,15.916666666666668,9.25,6.666666666666667,7,17.666666666666664,8.0,9.666666666666666,7966.0,3988.0,11954.0,2,0.3333333333333333,49,1.7956511647537245,0.5588235294117647,6.301362867775043,115.10000080615282,2.7999999970197678,0.0030107526208764763,19.968718768447957,83.159996,5.912451667225449,6.350059175663578,113.80000074952841,3.5700000151991844,0.0029435483213033405,20.35824382833896,84.96,6.020959701879772,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0026385225,0.0,0.0,0.0,0.003,0.997,1,-2.4492935982947064e-16,1.0,1.0,0.9890189170837402
HLO,AMR,2023-12,2023,12,5,2512.0,1.65,728,6101.0,4.01,815,1522,0.4783,0.5355,0,2289,1,2289.0,0,4,5095.0,4810.0,9905.0,12.0,6.0,6.0,6,12.0,6.0,6.0,4647.0,5646.0,10293.0,1,0.25,24,0.7213475204444817,0.25,6.959282237876167,136.2000007480383,4.060000024735928,0.0008198924547922548,26.43809187684649,94.67999,6.301889765471901,6.972282506595616,136.2000007480383,4.060000024735928,0.0008198924547922548,26.43809187684649,94.67999,6.314889937468995,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.5361367,0.0,0.0,0.0,0.536,0.0,0.0,0.0,0.464,1,-2.4492935982947064e-16,1.0,1.0,0.9822807908058167
VL,BR,2023-12,2023,12,2,1917.0,1.64,500,7860.0,6.74,253,1166,0.4288,0.217,40,1350,1,1350.0,0,1,0.0,1350.0,1350.0,2.0,0.0,2.0,3,16.0,6.0,10.0,3023.0,1350.0,4373.0,0,0.0,3,0.0,0.0,6.277126409829424,107.70000073313713,2.099999986588955,0.003427419278229917,18.71356303877728,73.799995,6.083981243833419,6.290126222971907,107.70000073313713,2.099999986588955,0.003427419278229917,18.71356303877728,73.799995,6.096981130219916,2,0.0645,10.0,19.0,0.2629,0,1,0.2992,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9573050737380981
HD,NS,2023-12,2023,12,12,1697.0,1.55,608,3355.0,3.07,645,1093,0.5563,0.5901,0,1166,1,1166.0,0,6,2353.0,2347.0,4700.0,29.0,10.666666666666666,18.333333333333332,4,21.0,10.5,10.5,2315.0,2317.0,4632.0,0,0.0,24,0.0,0.0,6.11553749203762,129.80000059306622,5.809999972581863,0.0027284945626693067,19.833537410023393,82.439995,5.721384361876996,6.069198829091845,132.00000100582838,4.760000012814999,0.003991935394644257,20.762720000038865,83.520004,5.777666596375326,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.6803699731826782
HLO,CAS,2023-12,2023,12,7,2081.0,0.88,857,7338.0,3.1,982,2364,0.3625,0.4154,0,2521,1,2521.0,0,4,5095.0,4810.0,9905.0,12.0,6.0,6.0,8,20.0,10.0,10.0,6498.0,5843.0,12341.0,1,0.2,32,0.9102392266268373,0.3333333333333333,6.959282237876167,136.2000007480383,4.060000024735928,0.0008198924547922548,26.43809187684649,94.67999,6.301889765471901,6.968817211372117,135.80000026524067,4.689999997615814,0.00107526879317017,25.86696345138774,92.52,6.311223113834257,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.4851946,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.515,1,-2.4492935982947064e-16,1.0,1.0,0.9744971394538879
TWL,DV,2023-12,2023,12,5,648.0,0.76,168,2328.0,2.73,214,854,0.1967,0.2506,0,889,1,889.0,0,4,1818.0,1791.0,3609.0,12.0,6.0,6.0,12,29.666666666666668,14.833333333333334,14.833333333333334,6509.0,7009.0,13518.0,0,0.0,48,0.0,0.0,6.028502667628189,128.90000139176846,3.92000000923872,0.00495967730849741,19.602181129878566,81.72,5.7312580431180615,5.989502817257157,128.90000139176846,3.92000000923872,0.0057930106232042915,19.602181129878566,81.72,5.692258102428769,2,0.0645,10.0,19.0,0.2629,0,1,0.2992,0,0.0046838406,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.995,1,-2.4492935982947064e-16,1.0,1.0,0.994235098361969
WC,RVS,2023-12,2023,12,7,1766.0,1.61,712,9489.0,8.66,854,1096,0.6496,0.7792,1,1079,1,1079.0,0,4,2122.0,2918.0,5040.0,11.0,5.5,5.5,4,15.0,7.5,7.5,2121.0,2070.0,4191.0,0,0.0,16,0.0,0.0,6.19376880492294,125.00000099092722,4.479999922215939,0.0024731182242913913,19.60319315377743,80.64,5.968836091799281,6.312107365282993,107.90000071376562,5.180000007152557,0.0023924730648036286,20.293416526048414,81.36,6.070978333182152,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.9923126101493835
HD,ZL,2023-12,2023,12,39,62.0,2.58,11,139.0,5.79,13,24,0.4583,0.5417,0,28,1,28.0,0,6,2353.0,2347.0,4700.0,29.0,10.666666666666666,18.333333333333332,14,86.54166666666666,47.166666666666664,39.375,5342.0,10317.6,15659.6,0,0.0,84,0.0,0.0,6.11553749203762,129.80000059306622,5.809999972581863,0.0027284945626693067,19.833537410023393,82.439995,5.721384361876996,6.045900533386376,132.10000018030405,5.879999995231628,0.005591397724484885,21.093973547060003,86.399994,5.745497319316591,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9076738953590393
RTD,SHL,2023-12,2023,12,67,2298.0,1.32,541,17539.0,10.05,527,1746,0.3099,0.3018,183,2109,1,2109.0,0,17,12221.0,17533.67,29754.67,42.81944444444444,21.375,21.444444444444443,15,44.44642857142857,21.875,22.571428571428573,18497.0,15459.0,33956.0,0,0.0,255,0.0,0.0,6.767298311385656,119.80000076442957,2.870000012218952,0.0030241934807911037,20.965941579551785,83.159996,6.3549999808291755,6.611269017100654,133.1000008136034,3.3599999845027924,0.0023790322048890013,21.14961414215385,87.12,6.12121519427346,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0005727377,0.99942726,0.0,0.0,0.001,0.999,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,0.0,0.3299737274646759
HVS,DMNZ,2023-12,2023,12,22,41.0,1.14,9,98.0,2.72,19,36,0.25,0.5278,2,66,32,2.06,0,14,10195.0,8980.06,19175.059999999998,23.0,12.0,11.0,5,14.833333333333334,10.333333333333334,4.5,3811.06,3769.0,7580.0599999999995,1,0.1,70,0.48089834696298783,0.125,6.29486308487693,115.10000080615282,2.7999999970197678,0.0030107526208764763,19.968718768447957,83.159996,5.905951732018542,6.4991641808251135,122.70000063627958,3.219999998807907,0.002849462301900951,21.480396888389063,83.88,6.012403357733962,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9855350255966187
RTD,RTA,2023-12,2023,12,10,1575.0,0.88,482,9690.0,5.43,291,1786,0.2699,0.1629,93,1907,1,1907.0,0,17,12221.0,17533.67,29754.67,42.81944444444444,21.375,21.444444444444443,8,15.0,7.5,7.5,6103.0,5142.0,11245.0,1,0.08333333333333333,136,1.4426950408889634,0.5,6.767298311385656,119.80000076442957,2.870000012218952,0.0030241934807911037,20.965941579551785,83.159996,6.3549999808291755,6.726026829697632,106.70000108331442,3.2899999544024467,0.0030241934807911037,21.752017435527616,84.24,6.297129028827272,2,0.0645,10.0,19.0,0.2629,0,0,0.2992,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9747540950775146
ASHD,ASB,2023-12,2023,12,1,1044.0,0.67,298,5903.0,3.79,421,1557,0.1914,0.2704,2,1756,1,1756.0,0,6,3361.0,3361.0,6722.0,22.0,11.0,11.0,16,20.41269841269841,10.555555555555555,9.857142857142858,8759.14,8307.0,17066.14,1,0.08333333333333333,96,0.35295612386476116,0.058823529411764705,6.450594245368535,124.00000084936619,3.359999991953373,0.002849462301900951,21.108126347864506,81.36,5.985876517530571,6.421164126891482,122.70000063627958,3.219999998807907,0.0026344085432669167,21.480396888389063,83.88,5.9344033025285245,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,0,0.026332691,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,1,-2.4492935982947064e-16,1.0,0.0,0.48249351978302
BET,BTL,2023-12,2023,12,10,1797.0,0.98,618,14718.0,8.03,942,1832,0.3373,0.5142,212,1942,1,1942.0,0,4,3923.0,3923.0,7846.0,19.0,9.5,9.5,6,18.0,9.0,9.0,3980.0,3978.0,7958.0,0,0.0,24,0.0,0.0,6.397225835568381,100.30000080168247,2.449999988079071,0.002983870901047222,19.2111426800169,80.28,6.099913925072679,6.428293006820104,100.50000110268593,2.7999999672174454,0.002352150485059747,19.47563751402401,79.92,6.126545693354822,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.9954949617385864
OT,BTL,2023-12,2023,12,9,1183.0,1.29,342,11046.0,12.06,571,916,0.3734,0.6234,0,1016,1,1016.0,0,4,2012.0,2006.0,4018.0,17.0,8.5,8.5,6,18.0,9.0,9.0,3980.0,3978.0,7958.0,0,0.0,24,0.0,0.0,6.42763974414938,96.40000090748072,2.9399999901652336,0.002352150485059747,20.045357232773174,80.28,6.0789839230848335,6.428293006820104,100.50000110268593,2.7999999672174454,0.002352150485059747,19.47563751402401,79.92,6.126545693354822,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.9967926144599915
EHV,GP,2023-12,2023,12,6,1025.0,1.16,284,7874.0,8.9,405,885,0.3209,0.4576,94,926,1,926.0,0,13,9831.0,12172.0,22003.0,33.14285714285714,15.0,18.142857142857142,4,11.0,5.5,5.5,1858.0,1824.0,3682.0,0,0.0,52,0.0,0.0,6.4221425391383145,98.00000068545341,1.8200000301003456,0.003279569819169019,18.149750578627792,80.64,6.1976801275415845,6.337642446610956,98.00000068545341,1.8200000301003456,0.0032661289592543917,18.149750578627792,80.64,6.113180093642485,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.9940610527992249
OW,O,2023-12,2023,12,1,2085.0,1.92,848,9137.0,8.43,947,1084,0.7823,0.8736,0,1006,1,1006.0,0,4,2049.0,2052.0,4101.0,12.0,6.0,6.0,8,26.0,13.0,13.0,4443.0,4474.0,8917.0,0,0.0,32,0.0,0.0,6.2991075561862555,107.90000071376562,5.180000007152557,0.0023790322048890013,20.293416526048414,81.36,6.057978442960208,6.286107513748149,107.90000071376562,5.180000007152557,0.0023790322048890013,20.293416526048414,81.36,6.0449785616409075,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.00092250924,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,-2.4492935982947064e-16,1.0,1.0,0.9951292276382446
DDZD,ZLW,2023-12,2023,12,14,1492.0,0.75,667,12376.0,6.22,964,1991,0.335,0.4842,0,1943,1,1943.0,0,4,3942.0,2225.0,6167.0,15.0,7.5,7.5,10,28.0,14.0,14.0,4344.67,4371.5,8716.17,1,0.16666666666666666,40,0.43429448190325176,0.1,6.64491124047337,120.20000100135803,4.4799999594688416,0.0028360214419863236,21.22791125457133,81.72,6.28388980187736,6.635070061246033,113.8000004813075,4.129999905824661,0.002661290263096171,20.934553558467538,81.0,6.196024355891671,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.010045203,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,1,-2.4492935982947064e-16,1.0,1.0,0.9635432958602905
ASHD,AC,2023-12,2023,12,4,2712.0,1.77,946,8006.0,5.24,1048,1528,0.6191,0.6859,2,1605,1,1605.0,0,6,3361.0,3361.0,6722.0,22.0,11.0,11.0,4,16.0,8.0,8.0,3361.0,3347.0,6708.0,0,0.0,24,0.0,0.0,6.450594245368535,124.00000084936619,3.359999991953373,0.002849462301900951,21.108126347864506,81.36,5.985876517530571,6.457094287970454,124.00000084936619,3.359999991953373,0.002849462301900951,21.108126347864506,81.36,5.992376478348849,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0039267014,0.0,0.0,0.0,0.004,0.996,1,-2.4492935982947064e-16,1.0,0.0,0.4234031140804291
GN,ASN,2023-12,2023,12,28,244.0,0.23,118,4920.0,4.61,158,1068,0.1105,0.1479,40,1064,1,1064.0,0,2,0.0,2688.0,2688.0,15.0,0.0,15.0,9,76.0,37.333333333333336,38.666666666666664,4545.2,3790.0,8335.2,0,0.0,18,0.0,0.0,5.612094227600122,120.3000011742115,7.980000078678131,0.009180107456882315,19.913491224088975,88.56,5.349056599436388,5.5469086129839225,131.200000397861,8.26000003516674,0.008723118212274325,19.36614832482351,85.67999,5.118884415766324,2,0.0645,10.0,19.0,0.2629,0,0,0.2992,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.7931463718414307
BET,EHS,2023-12,2023,12,9,2985.0,1.63,867,15970.0,8.71,1183,1833,0.473,0.6454,19,1981,1,1981.0,0,4,3923.0,3923.0,7846.0,19.0,9.5,9.5,4,10.0,5.0,5.0,3923.0,3691.0,7614.0,0,0.0,16,0.0,0.0,6.397225835568381,100.30000080168247,2.449999988079071,0.002983870901047222,19.2111426800169,80.28,6.099913925072679,6.357142446422449,98.00000068545341,1.8200000301003456,0.0033198923989129,18.149750578627792,80.64,6.132680156215605,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.991701066493988
ZD,HN,2023-12,2023,12,33,190.0,2.35,61,915.0,11.3,74,81,0.7531,0.9136,9,312,1,312.0,0,10,9166.0,9293.0,18459.0,24.4,12.2,12.2,11,42.16666666666667,22.0,20.166666666666668,4441.0,5033.0,9474.0,1,0.1,110,0.45511961331341866,0.1111111111111111,6.57651635524266,125.40000021457672,3.010000005364418,0.00215053758634034,20.94865451312514,85.32,6.040158736063868,6.572185456021739,138.00000097602606,3.6400000154972076,0.002352150485059747,22.583913009493582,90.0,5.998932775034899,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9920680522918701
PT,NKK,2023-12,2023,12,7,1247.0,1.12,447,3415.0,3.06,491,1116,0.4005,0.44,2,1148,1,1148.0,0,4,2313.0,2313.0,4626.0,12.0,6.0,6.0,6,17.0,7.666666666666667,9.333333333333334,2348.0,2348.0,4696.0,0,0.0,24,0.0,0.0,6.095051148440689,123.80000129342079,4.410000003874302,0.0027284945626693067,19.95593321691918,83.159996,5.76931180757901,6.173204282358769,110.50000064074993,3.2899999991059303,0.0028091397221570694,19.80541531421164,79.2,5.746389859498689,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.9118756055831909
RTZ,RLB,2023-12,2023,12,3,1141.0,0.65,370,8835.0,5.03,542,1758,0.2105,0.3083,25,1901,1,1901.0,0,6,4030.0,3926.0,7956.0,4.666666666666667,2.3333333333333335,2.3333333333333335,7,8.5,3.0,5.5,4010.0,4068.0,8078.0,1,0.16666666666666666,42,0.7213475204444817,0.25,6.741298293324328,119.80000076442957,2.870000012218952,0.0030241934807911037,20.965941579551785,83.159996,6.3289999705789395,6.639295750217492,129.00000137090683,4.059999950230122,0.0030241934807911037,21.273950757518893,81.0,6.270478483329537,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.943696916103363
SHL,ASDZ,2023-12,2023,12,11,8288.0,1.58,2158,31071.0,5.92,1878,5251,0.411,0.3576,1526,6501,1,6501.0,0,15,18497.0,15459.0,33956.0,44.44642857142857,21.875,22.571428571428573,10,20.4,10.2,10.2,13322.0,11041.0,24363.0,1,0.08333333333333333,150,0.43429448190325176,0.1,6.611269017100654,133.1000008136034,3.3599999845027924,0.0023790322048890013,21.14961414215385,87.12,6.12121519427346,6.598268778979658,133.1000008136034,3.3599999845027924,0.0026344085432669167,21.14961414215385,87.12,6.108215017709881,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.75166637,0.0,0.0,0.0,0.752,0.0,0.0,0.0,0.248,1,-2.4492935982947064e-16,1.0,1.0,0.9904788732528687
ZD,CAS,2023-12,2023,12,17,2385.0,1.54,676,7834.0,5.04,789,1553,0.4353,0.508,47,1854,1,1854.0,0,10,9166.0,9293.0,18459.0,24.4,12.2,12.2,8,20.0,10.0,10.0,6498.0,5843.0,12341.0,0,0.0,80,0.0,0.0,6.57651635524266,125.40000021457672,3.010000005364418,0.00215053758634034,20.94865451312514,85.32,6.040158736063868,6.968817211372117,135.80000026524067,4.689999997615814,0.00107526879317017,25.86696345138774,92.52,6.311223113834257,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9964847564697266
ZD,ASS,2023-12,2023,12,6,4443.0,1.14,1727,17829.0,4.59,1993,3882,0.4449,0.5134,96,4352,1,4352.0,0,10,9166.0,9293.0,18459.0,24.4,12.2,12.2,18,34.0,17.0,17.0,24552.0,19680.0,44232.0,1,0.07692307692307693,180,0.5581106265512472,0.16666666666666666,6.57651635524266,125.40000021457672,3.010000005364418,0.00215053758634034,20.94865451312514,85.32,6.040158736063868,6.5180162656151,125.40000021457672,3.010000005364418,0.00215053758634034,20.94865451312514,85.32,5.981658728948484,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.44590417,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.554,1,-2.4492935982947064e-16,1.0,1.0,0.9182378649711609
SHL,ASDL,2023-12,2023,12,12,3150.0,1.48,888,9870.0,4.63,1096,2130,0.4169,0.5146,1294,2939,1,2939.0,0,15,18497.0,15459.0,33956.0,44.44642857142857,21.875,22.571428571428573,4,15.0,7.5,7.5,5965.0,5964.0,11929.0,1,0.1111111111111111,60,0.45511961331341866,0.1111111111111111,6.611269017100654,133.1000008136034,3.3599999845027924,0.0023790322048890013,21.14961414215385,87.12,6.12121519427346,6.6047689643067615,133.1000008136034,3.3599999845027924,0.00215053758634034,21.14961414215385,87.12,6.114715203127113,2,0.0645,10.0,19.0,0.2629,1,1,0.2992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-2.4492935982947064e-16,1.0,1.0,0.9869764447212219
EHV,TB,2023-12,2023,12,37,780.0,0.66,270,6150.0,5.2,164,1183,0.2282,0.1386,62,1249,1,1249.0,0,13,9831.0,12172.0,22003.0,33.14285714285714,15.0,18.142857142857142,9,30.8,17.8,13.0,9624.0,6583.0,16207.0,1,0.09090909090909091,117,0.5138983423697507,0.14285714285714285,6.4221425391383145,98.00000068545341,1.8200000301003456,0.003279569819169019,18.149750578627792,80.64,6.1976801275415845,6.415416620336273,108.80000045895576,2.8699999302625656,0.00233870962514512,19.81586612448577,82.439995,6.133897879206005,2,0.0645,10.0,19.0,0.2629,0,0,0.2992,0,0.93913776,0.0591716,0.0,0.0016906171,0.939,0.059,0.0,0.002,0.0,1,-2.4492935982947064e-16,1.0,1.0,0.9990192651748657
