source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,count_delayed_services_3min,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,ratio_arrival_delayed_3min,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,target_schedule_adherence,target_regulatory_punctuality,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
DB,UT,2019-03-01,2019,3,12,1237.0,1.12,570,2235.0,2.03,172,75,1101,1101.0,119.0,53.0,0.5177,0.1562,0.0681,1,1168,1,1168.0,0,10,5359.0,5327.0,10686.0,30.0,15.0,15.0,29,53.84134615384615,30.153846153846153,23.6875,20723.0,29110.0,49833.0,1,0.047619047619047616,290,0.9102392266268373,0.3333333333333333,7.609659321906991,111.90000070631504,0.21000000089406967,0.0,19.191881213342196,104.76,7.701382077718969,7.572467863394266,115.40000063180923,0.14000000059604645,0.0,18.878749732053457,101.88,7.61264285778133,0,0.0,10.0,21.0,0.263,0,0,0.2364,0,0.1562,0.0681,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.22223889827728271,0.18185727298259735
HVS,NDB,2023-03-01,2023,3,6,884.0,0.91,335,2051.0,2.12,276,83,968,968.0,241.0,35.0,0.3461,0.2851,0.0857,24,976,1,976.0,0,14,10764.0,9262.0,20026.0,23.166666666666664,14.0,9.166666666666666,8,19.0,9.5,9.5,6117.0,6155.0,12272.0,0,0.0,112,0.0,0.0,6.573002864507655,116.60000128298998,10.149999916553497,0.0032166890263517324,16.937058657046762,83.520004,6.529059399586186,6.603820167629808,120.30000049620867,9.239999994635582,0.0028802152788254005,17.74372728933075,85.67999,6.586727296279224,0,0.0,8.0,23.0,0.263,1,1,0.2364,1,0.2851,0.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.29339808225631714,0.36055800318717957
WC,RVS,2023-03-01,2023,3,7,1259.0,1.3,664,4485.0,4.63,723,161,969,969.0,616.0,107.0,0.6852,0.7461,0.1662,6,1210,1,1210.0,0,4,2381.0,3214.0,5595.0,11.0,5.5,5.5,4,15.0,7.5,7.5,2380.0,2357.0,4737.0,0,0.0,16,0.0,0.0,6.77660897521811,115.8000009432435,9.520000025629997,0.0030417226776380396,16.050907758812887,77.4,6.684213302738734,6.86115531819405,129.20000019669533,10.430000014603138,0.0029205921285285603,16.47339296726006,76.32,6.712097421629432,0,0.0,8.0,23.0,0.263,1,1,0.2364,1,0.7461,0.1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.4208318591117859,0.18830077350139618
BLL,SPTZ,2020-03-01,2020,3,2,326.0,0.27,128,3850.0,3.24,435,116,1190,1190.0,346.0,89.0,0.1076,0.3655,0.0975,0,1159,1,1159.0,0,4,2383.0,2369.0,4752.0,5.0,2.5,2.5,4,4.0,2.0,2.0,2383.0,2383.0,4766.0,0,0.0,16,0.0,0.0,6.486596352389411,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.818695954005779,6.473596203169744,42.80000037699938,0.0,0.0,21.015802357110168,89.27999,6.805695798162817,0,0.0,9.0,22.0,0.263,1,1,0.2364,1,0.3655,0.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.14253687858581543,0.39282146096229553
BLL,SPTZ,2021-03-01,2021,3,2,318.0,0.27,150,3069.0,2.64,626,98,1162,1162.0,554.0,72.0,0.1291,0.5387,0.0843,0,1190,1,1190.0,0,4,2443.0,2419.0,4862.0,5.0,2.5,2.5,4,4.0,2.0,2.0,2444.0,2443.0,4887.0,0,0.0,16,0.0,0.0,6.185654166759986,55.60000041872263,0.0,0.0,18.107035804324322,105.12,6.146959695929954,6.172654093555294,55.60000041872263,0.0,0.0,18.107035804324322,105.12,6.13395960621967,0,0.0,8.0,23.0,0.263,1,1,0.2364,1,0.5387,0.0843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.1943034827709198,0.08484837412834167
ALMB,ALM,2022-03-01,2022,3,6,60.0,0.3,15,299.0,1.5,18,11,199,199.0,10.0,8.0,0.0754,0.0905,0.0553,0,686,1,686.0,0,7,6137.0,4331.0,10468.0,11.5,7.5,4.0,13,31.214285714285715,16.714285714285715,14.5,8627.5,9375.0,18002.5,2,0.2222222222222222,91,2.0640299754485754,0.7,6.887498801691937,13.300000108778477,3.359999991953373,0.0005652758958442375,14.083163567218293,61.920002,7.32471281121589,6.989529608604705,16.50000010430813,4.340000033378601,0.0004037684970315982,14.233849063295054,69.84,7.385155434964643,0,0.0,8.0,23.0,0.263,0,0,0.2364,0,0.0905,0.0553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.24570469558238983,0.15935581922531128
RVS,O,2019-03-01,2019,3,8,1389.0,1.4,756,2811.0,2.84,211,99,989,989.0,142.0,69.0,0.7644,0.2133,0.1001,0,1047,1,1047.0,0,4,2087.0,2087.0,4174.0,15.0,7.5,7.5,8,26.0,13.0,13.0,4266.0,4438.0,8704.0,0,0.0,32,0.0,0.0,7.769701697965169,93.20000074803829,0.07000000029802322,0.0,18.680360203155118,105.84,7.789822788610754,7.7437018856386155,93.20000074803829,0.07000000029802322,0.0,18.680360203155118,105.84,7.763823025640536,0,0.0,10.0,21.0,0.263,0,1,0.2364,0,0.2133,0.1001,0.0,0.0,0.0,0.0020222447,0.0,0.0,0.0,0.002,0.998,2,1.0,6.123233995736766e-17,0.23998355865478516,0.09454119950532913
ASB,SHL,2024-03-01,2024,3,17,4.0,0.13,4,79.0,2.55,6,3,31,31.0,5.0,1.0,0.129,0.1935,0.0968,3,35,1,35.0,0,18,9357.57,8817.34,18174.91,17.333333333333332,8.666666666666666,8.666666666666666,17,43.986111111111114,22.11111111111111,21.875,18787.0,16155.0,34942.0,2,0.125,306,0.9605402309330919,0.25,8.456308421665053,47.50000064074993,0.2800000011920929,0.0,15.755852521187846,68.76,8.601261317970614,8.488792967266862,54.700000666081905,0.5600000023841858,0.0,15.47013106496947,70.92,8.652857617125376,2,0.0645,10.0,20.0,0.263,0,0,0.2364,0,0.1935,0.0968,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.7139424085617065,0.3648802638053894
ZDK,ZD,2024-03-01,2024,3,3,594.0,0.63,294,1655.0,1.77,314,56,937,937.0,284.0,30.0,0.3138,0.3351,0.0598,0,1026,1,1026.0,0,4,2039.0,2041.0,4080.0,13.0,6.5,6.5,10,24.4,12.2,12.2,9180.0,9294.0,18474.0,0,0.0,40,0.0,0.0,8.403150991588069,73.60000046342611,1.5399999991059303,0.0,15.914257399647585,72.0,8.608063534162888,8.442922187044033,59.20000074058771,0.07000000029802322,0.0,15.34171527760507,69.84,8.615735131991503,2,0.0645,10.0,20.0,0.263,1,1,0.2364,1,0.3351,0.0598,0.03308431,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.967,2,1.0,6.123233995736766e-17,0.376205712556839,0.2764226794242859
RH,DR,2024-03-01,2024,3,6,264.0,0.26,90,1613.0,1.61,124,61,1004,1004.0,83.0,41.0,0.0896,0.1235,0.0608,0,1016,1,1016.0,0,4,2031.0,2031.0,4062.0,10.0,5.0,5.0,8,20.5,10.25,10.25,4432.0,4388.0,8820.0,0,0.0,32,0.0,0.0,8.669613974031016,49.500000327825546,1.260000005364418,0.0,13.784139273304637,73.439995,8.55258840250295,8.624345032989599,47.30000023543835,0.560000017285347,0.0,13.967886399532873,71.64,8.600657243908334,2,0.0645,10.0,20.0,0.263,0,0,0.2364,0,0.1235,0.0608,0.060756974,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.939,2,1.0,6.123233995736766e-17,0.3513237535953522,0.37370240688323975
