source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,count_delayed_services_3min,total_services,monthly_true_total_services,monthly_pure_delay_count,monthly_cancellation_count,ratio_departure_delayed,ratio_arrival_delayed,ratio_arrival_delayed_3min,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,target_absolute,target_threshold_month_relative,target_relative,target_schedule_adherence,target_regulatory_punctuality,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,simultaneous_pred,simultaneous_null
RH,DR,2019-06-01,2019,6,6,227.0,0.24,110,1095.0,1.15,131,39,954,954.0,104.0,27.0,0.1153,0.1373,0.0409,1,1007,1,1007.0,0,4,2009.0,2009.0,4018.0,10.0,5.0,5.0,8,20.5,10.25,10.25,4186.0,4124.0,8310.0,0,0.0,32,0.0,0.0,18.954819859398736,65.4000011831522,0.0,0.0,12.499158804035849,91.079994,19.186972647243074,18.99790321720971,63.40000006556511,0.0,0.0,12.886993561685085,91.439995,19.470819979243807,2,0.0667,10.0,19.0,0.263,0,0,0.2447,0,0.1373,0.0409,0.02620545,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.974,3,1.2246467991473532e-16,-1.0,0.1628217101097107,0.32586434483528137
ZWD,DDR,2019-06-01,2019,6,2,11.0,0.16,9,0.0,0.0,0,0,69,69.0,0.0,0.0,0.1304,0.0,0.0,0,35,5,7.0,0,4,3832.0,1903.0,5735.0,9.0,4.5,4.5,15,47.39285714285714,28.142857142857142,19.25,2529.5,7440.5,9970.0,0,0.0,60,0.0,0.0,17.781319422192045,120.10000066459179,0.0,0.0,13.727264953984154,90.36,18.270833337306975,17.83283322122362,117.99999973922968,0.0,0.0,13.588253653049469,88.92,18.183319250742596,2,0.0667,10.0,19.0,0.263,0,0,0.2447,0,0.0,0.0,0.47826087,0.0,0.0,0.0,0.478,0.0,0.0,0.0,0.522,3,1.2246467991473532e-16,-1.0,0.16818590462207794,0.5038710236549377
BTL,BET,2019-06-01,2019,6,10,1015.0,0.47,375,3555.0,1.64,772,167,2169,2169.0,711.0,61.0,0.1729,0.3559,0.077,15,2248,1,2248.0,0,6,4458.0,4460.0,8918.0,18.0,9.0,9.0,4,19.0,9.5,9.5,4460.0,4460.0,8920.0,0,0.0,24,0.0,0.0,18.94770830604765,90.90000040829182,0.0,0.0,12.604995442181826,87.479996,19.69506941901313,18.983375186390347,93.7999994084239,0.0,0.0,12.477337447264128,84.96,19.630041933059694,2,0.0667,10.0,19.0,0.263,1,1,0.2447,1,0.3559,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.21258190274238586,0.08429038524627686
BLL,HLM,2019-06-01,2019,6,3,756.0,0.65,341,2771.0,2.38,486,89,1163,1163.0,427.0,59.0,0.2932,0.4179,0.0765,3,1207,1,1207.0,0,4,2357.0,2356.0,4713.0,5.0,2.5,2.5,11,11.333333333333332,5.0,6.333333333333333,8920.0,10458.0,19378.0,0,0.0,44,0.0,0.0,17.143874935309093,102.00000091642141,0.0,0.0,14.829848853415912,88.92,17.835194277763367,17.111375178231132,102.00000091642141,0.0,0.0,14.829848853415912,88.92,17.802694639894696,2,0.0667,10.0,19.0,0.263,1,1,0.2447,1,0.4179,0.0765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.2614210546016693,0.256865918636322
TBU,HT,2020-06-01,2020,6,23,0.0,0.0,0,61.0,1.69,3,2,36,36.0,1.0,2.0,0.0,0.0833,0.0556,0,0,12,0.0,1,5,2447.0,3473.0,5920.0,11.833333333333334,2.5,9.333333333333334,14,41.14285714285714,21.285714285714285,19.857142857142858,11529.0,13869.0,25398.0,1,0.1,70,0.48089834696298783,0.125,17.812138779295815,55.200000427663326,0.0,0.0,13.05666609654824,64.799995,19.042138682471382,17.766097116470338,53.600000098347664,0.0,0.0,13.10969521800677,63.36,18.673805336157482,1,0.0333,8.0,21.0,0.263,0,0,0.2447,0,0.0833,0.0556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.2136838287115097,0.18533502519130707
WP,DMNZ,2020-06-01,2020,6,7,262.0,0.13,116,2199.0,1.08,313,86,2027,2027.0,276.0,37.0,0.0572,0.1544,0.0424,10,2140,1,2140.0,0,8,8965.0,8977.0,17942.0,18.0,9.0,9.0,4,9.0,4.5,4.5,4217.0,4175.0,8392.0,0,0.0,32,0.0,0.0,17.08119412197007,69.00000100582838,0.0,0.0,14.369885161643227,72.36,18.034180143144397,17.08769436478615,69.00000100582838,0.0,0.0,14.369885161643227,72.36,18.040680387285022,1,0.0333,8.0,21.0,0.263,0,0,0.2447,0,0.1544,0.0424,0.0004933399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.1436876654624939,0.383378267288208
HM,HMH,2020-06-01,2020,6,1,522.0,0.55,206,2015.0,2.11,206,88,957,957.0,156.0,50.0,0.2153,0.2153,0.092,0,1011,1,1011.0,0,8,4276.0,4085.0,8361.0,12.0,6.0,6.0,4,3.0,1.5,1.5,2001.0,2002.0,4003.0,0,0.0,32,0.0,0.0,17.992221893204583,62.90000082552433,0.0,0.0,12.099685480445624,61.920002,18.983194059795803,17.992221893204583,62.90000082552433,0.0,0.0,12.099685480445624,61.920002,18.983194059795803,1,0.0333,8.0,21.0,0.263,0,1,0.2447,0,0.2153,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.2246467991473532e-16,-1.0,0.18679019808769226,0.6770024299621582
CAS,AMR,2019-06-01,2019,6,12,291.0,1.91,49,658.0,4.33,54,29,152,152.0,36.0,18.0,0.3224,0.3553,0.1908,0,193,1,193.0,0,10,6473.0,5925.0,12398.0,20.0,10.0,10.0,6,12.0,6.0,6.0,4622.0,5567.0,10189.0,1,0.14285714285714285,60,1.4426950408889634,0.5,16.907916674349043,92.60000102967024,0.0,0.0,15.520882320693797,95.03999,17.709305543369716,16.85033332241906,88.20000030845404,0.0,0.0,15.708018164005544,95.76,17.632833182811737,2,0.0667,10.0,19.0,0.263,1,1,0.2447,1,0.3553,0.1908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.2707364857196808,0.261640340089798
HM,EHV,2020-06-01,2020,6,13,620.0,0.68,208,2727.0,2.97,199,106,917,917.0,130.0,69.0,0.2268,0.217,0.1156,1,947,1,947.0,0,8,4276.0,4085.0,8361.0,12.0,6.0,6.0,13,33.14285714285714,15.0,18.142857142857142,10298.0,14378.0,24676.0,0,0.0,104,0.0,0.0,17.992221893204583,62.90000082552433,0.0,0.0,12.099685480445624,61.920002,18.983194059795803,18.047319721513325,61.800000078976154,0.0,0.0,11.863289475440979,63.36,18.954541950755647,1,0.0333,8.0,21.0,0.263,0,1,0.2447,0,0.217,0.1156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.39753949642181396,0.14300407469272614
CAS,ZD,2019-06-01,2019,6,17,1157.0,0.82,644,3742.0,2.64,303,134,1419,1419.0,191.0,112.0,0.4538,0.2135,0.0944,0,1827,1,1827.0,0,10,6473.0,5925.0,12398.0,20.0,10.0,10.0,10,19.333333333333336,12.333333333333334,7.0,9688.0,9603.0,19291.0,1,0.1,100,0.7213475204444817,0.25,16.907916674349043,92.60000102967024,0.0,0.0,15.520882320693797,95.03999,17.709305543369716,17.3894999133216,119.70000064373016,0.0,0.0,13.529350155178044,83.159996,18.13595814175076,2,0.0667,10.0,19.0,0.263,0,1,0.2447,0,0.2135,0.0944,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.2246467991473532e-16,-1.0,0.19146300852298737,0.10940390080213547
