source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,RandomForestClassifier_ALLF_pred,RandomForestClassifier_ALLF_proba
AKM,GW,2024-04,2024,4,5,755.0,0.87,273,1783.0,2.05,298,871,0.3134,0.3421,5,933,1,933.0,0,4,1930.0,1930.0,3860.0,16.0,8.0,8.0,3,14.0,9.0,5.0,1929.0,997.0,2926.0,0,0.0,12,0.0,0.0,9.867430489096376,0.145277778731866,0.0007777777914371756,0.0,18.907481054961682,34.0529989918073,10.020902655190891,9.73969449698925,0.1430555562592215,0.0015555555518302652,0.0,18.247655950652227,33.11449914177259,9.803583343161478,2,0.0667,8.0,21.0,0.2629,1,0.04247991,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.958,2,0.8660254037844387,-0.4999999999999998,0.0,0.36
DR,RH,2024-04,2024,4,6,431.0,0.43,145,6149.0,6.15,326,1000,0.145,0.326,0,1015,1,1015.0,0,8,4432.0,4388.0,8820.0,20.5,10.25,10.25,4,10.0,5.0,5.0,2031.0,2031.0,4062.0,0,0.0,32,0.0,0.0,10.476444361503754,0.14208333447782528,0.004277777713206079,0.0,16.617181476288373,31.160499221748776,10.6876942925983,10.510444745793938,0.15625000081749427,0.004180555500917964,0.0,16.307168866445622,32.01649913986524,10.586278108093474,2,0.0667,8.0,21.0,0.2629,1,0.052,0.0,0.0,0.002,0.052,0.0,0.0,0.002,0.946,2,0.8660254037844387,-0.4999999999999998,1.0,0.69
MDB,GS,2024-04,2024,4,19,49.0,0.15,26,1669.0,5.0,77,334,0.0778,0.2305,2,458,1,458.0,0,7,4362.0,3922.0,8284.0,17.833333333333336,8.5,9.333333333333334,8,38.0,19.0,19.0,4352.0,4370.0,8722.0,1,0.14285714285714285,56,1.4426950408889634,0.5,10.642888999647564,0.14888888924486107,0.004180555428481765,0.0,21.094939616322517,40.479998929633034,10.921916822592417,10.682194508777725,0.15555555674557883,0.0005833333358168602,0.0,20.77452128695117,38.13299893604385,10.875875024663078,2,0.0667,8.0,21.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.75
UTM,BHV,2024-04,2024,4,17,3.0,0.19,3,60.0,3.75,1,16,0.1875,0.0625,0,48,2,24.0,0,2,0.0,216.0,216.0,14.0,0.0,14.0,5,13.166666666666666,8.666666666666666,4.5,4128.0,4105.0,8233.0,1,0.25,10,0.6213349345596119,0.2,10.42433321716057,0.1256944452929828,0.0022361109861069256,0.0,17.468227198057704,33.612499156925416,10.570374866988924,10.402486330850257,0.13708333395835426,0.0024305555348594983,0.0,17.630064886146123,34.49449918667475,10.685611387093862,2,0.0667,8.0,21.0,0.2629,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.13
AHPR,AHP,2024-04,2024,4,2,643.0,0.64,255,6294.0,6.29,403,1001,0.2547,0.4026,0,1015,1,1015.0,0,4,2030.0,2030.0,4060.0,5.0,2.5,2.5,4,3.0,1.5,1.5,2031.0,1998.0,4029.0,0,0.0,16,0.0,0.0,10.550860838012563,0.14666666817954846,0.0015555555621782938,0.0,16.591092596948148,32.623999136024054,10.680444142884678,10.498860794223017,0.14666666817954846,0.0015555555621782938,0.0,16.591092596948148,32.623999136024054,10.628444099757406,2,0.0667,8.0,21.0,0.2629,1,0.051948052,0.0,0.0,0.002997003,0.052,0.0,0.0,0.003,0.945,2,0.8660254037844387,-0.4999999999999998,1.0,0.66
AMR,CAS,2024-04,2024,4,12,232.0,0.43,105,1408.0,2.62,73,537,0.1955,0.1359,10,659,1,659.0,0,6,4482.0,5438.0,9920.0,12.0,6.0,6.0,8,20.0,10.0,10.0,6254.0,5652.0,11906.0,1,0.16666666666666666,48,1.4426950408889634,0.5,9.81193083466755,0.1370833332857324,0.003208333274556531,0.0,22.789196236928305,40.19299898412493,10.114986452791426,9.869513899915749,0.14416666753176186,0.003013888963808616,0.0,22.315695202309225,39.42449893024233,10.167847212486796,2,0.0667,8.0,21.0,0.2629,0,0.9050279,0.0,0.0,0.0,0.905,0.0,0.0,0.0,0.095,2,0.8660254037844387,-0.4999999999999998,1.0,0.69
BR,HRT,2024-04,2024,4,10,804.0,0.7,308,7874.0,6.87,490,1146,0.2688,0.4276,11,1192,1,1192.0,0,3,2735.0,1192.0,3927.0,16.0,6.0,10.0,4,28.0,14.0,14.0,2851.0,2777.0,5628.0,0,0.0,12,0.0,0.0,10.858777508325876,0.1426388896898263,0.003791666662113534,0.0,15.063580028795533,30.32899915046162,10.945583023958736,10.766041663961692,0.1329166676228245,0.00330555552823676,0.0,15.046067671229443,30.86949911382463,10.789722214473619,2,0.0667,8.0,21.0,0.2629,1,0.9982548,0.0,0.0,0.00087260036,0.998,0.0,0.0,0.001,0.001,2,0.8660254037844387,-0.4999999999999998,1.0,0.74
SD,ST,2024-04,2024,4,1,628.0,0.72,515,1037.0,1.19,520,871,0.5913,0.597,0,954,1,954.0,0,3,1884.0,954.0,2838.0,3.5,2.5,1.0,4,2.0,1.0,1.0,1884.0,1884.0,3768.0,0,0.0,12,0.0,0.0,10.31112512273507,0.13500000070780516,0.0032083333469927313,0.0,17.04325930111938,33.17749902009964,10.394875148932138,10.272124862122453,0.13500000070780516,0.0032083333469927313,0.0,17.04325930111938,33.17749902009964,10.355874827173022,2,0.0667,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.48
BRD,RLB,2024-04,2024,4,4,860.0,0.43,352,9849.0,4.92,565,2003,0.1757,0.2821,27,1934,1,1934.0,0,4,4090.0,4090.0,8180.0,11.0,5.5,5.5,7,6.75,3.0,3.75,4248.0,4194.0,8442.0,0,0.0,28,0.0,0.0,10.4911392044276,0.15388888952632745,0.0015555555414822366,0.0,18.14129836724864,33.80049910876486,10.725653119219674,10.53663901736339,0.15388888952632745,0.0015555555414822366,0.0,18.14129836724864,33.80049910876486,10.771152924829059,2,0.0667,8.0,21.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.92
BMN,DR,2024-04,2024,4,6,260.0,0.26,83,6031.0,6.04,253,998,0.0832,0.2535,0,1014,1,1014.0,0,4,2064.0,1283.0,3347.0,13.0,6.5,6.5,8,20.5,10.25,10.25,4432.0,4388.0,8820.0,1,0.2,32,0.9102392266268373,0.3333333333333333,10.515444616104165,0.14208333447782528,0.004277777713206079,0.0,16.617181476288373,31.160499221748776,10.726694626278347,10.476444361503754,0.14208333447782528,0.004277777713206079,0.0,16.617181476288373,31.160499221748776,10.6876942925983,2,0.0667,8.0,21.0,0.2629,0,0.05210421,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.948,2,0.8660254037844387,-0.4999999999999998,1.0,0.93
APD,APDO,2024-01,2024,1,3,673.0,0.73,197,1470.0,1.59,44,922,0.2137,0.0477,4,916,1,916.0,0,5,2872.0,3519.0,6391.0,49.33333333333333,29.0,20.333333333333332,3,12.0,5.0,7.0,1818.0,916.0,2734.0,0,0.0,15,0.0,0.0,3.25833065247023,0.10026881778712875,0.0031989246146172604,0.0027284945626693067,19.128281966973375,33.999192777500355,3.2422016300561447,3.3103306429480672,0.10026881778712875,0.0031989246146172604,0.0027284945626693067,19.128281966973375,33.999192777500355,3.294201634273494,1,0.0323,8.0,22.0,0.2629,0,0.0010845987,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,0.49999999999999994,0.8660254037844387,0.0,0.31
OVN,HLM,2024-01,2024,1,2,1439.0,1.29,970,3231.0,2.89,994,1117,0.8684,0.8899,53,1154,1,1154.0,0,3,2755.0,1154.0,3909.0,6.0,4.0,2.0,19,29.42222222222222,13.222222222222221,16.2,8686.83,10431.5,19118.33,0,0.0,57,0.0,0.0,4.460634372262184,0.09260752761075573,0.007620967644196685,0.0,22.694373001975396,40.57645042352779,4.059021471954521,4.467134521548106,0.09260752761075573,0.007620967644196685,0.0,22.694373001975396,40.57645042352779,4.065521599739911,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,0.0,0.45
VNDW,VNDC,2024-01,2024,1,1,1517.0,1.34,853,4346.0,3.83,904,1136,0.7509,0.7958,0,1147,1,1147.0,0,4,2313.0,2313.0,4626.0,15.0,7.5,7.5,3,5.5,4.5,1.0,2313.0,1166.0,3479.0,0,0.0,12,0.0,0.0,3.430424693371019,0.08924731271721983,0.007809139768122345,0.0021908601660842217,18.46898420619708,33.55887008418319,3.4291477994267296,3.343260702807256,0.08723118370499021,0.006303763437655664,0.0021908601660842217,17.80894861682769,33.048386225136376,3.4460832788684077,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0008802817,0.0,0.0,0.0,0.001,0.999,1,0.49999999999999994,0.8660254037844387,1.0,0.72
SDM,DT,2024-01,2024,1,10,5005.0,2.15,1563,20213.0,8.68,1845,2329,0.6711,0.7922,25,2746,1,2746.0,0,6,9447.0,9301.0,18748.0,15.333333333333334,7.666666666666667,7.666666666666667,10,15.2,7.6,7.6,12444.0,12343.0,24787.0,2,0.3333333333333333,60,1.897814654202382,0.6111111111111112,3.980881718958738,0.08387096811045883,0.002822580657178356,0.0,18.714111432753583,34.11870878101677,3.8768494947342784,4.199548431677163,0.10080645218371384,0.0030107527210186886,0.0,18.7400451562097,33.697741098301385,3.9617124268790125,1,0.0323,8.0,22.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1.0,0.89
HWD,SGN,2024-01,2024,1,14,1966.0,1.65,345,6641.0,5.56,460,1195,0.2887,0.3849,12,1307,1,1307.0,0,6,4713.0,4707.0,9420.0,17.333333333333332,8.666666666666666,8.666666666666666,4,23.0,11.5,11.5,2587.0,2589.0,5176.0,0,0.0,24,0.0,0.0,4.201919437961913,0.09973118351071432,0.0028225806772067983,0.0,19.884610403289077,34.89774095243023,3.8374032535269778,4.16625281717498,0.10174731231264529,0.0047983870971747625,0.0,19.63265979049667,34.53193454204067,3.302341491745044,1,0.0323,8.0,22.0,0.2629,1,0.9924686,0.0,0.0,0.0008368201,0.992,0.0,0.0,0.001,0.007,1,0.49999999999999994,0.8660254037844387,1.0,0.92
UTO,HOR,2024-01,2024,1,9,927.0,0.76,338,2462.0,2.02,364,1220,0.277,0.2984,8,1289,1,1289.0,0,7,7966.0,3988.0,11954.0,17.666666666666664,8.0,9.666666666666666,4,14.0,7.0,7.0,2569.0,2569.0,5138.0,1,0.2,28,0.7213475204444817,0.25,3.5528145317809394,0.08508064558789614,0.00818548389580301,0.0017338709289868993,18.402671900327487,34.064515234962585,3.0670618518526034,3.48211300714312,0.08440860238687325,0.007150537664851834,0.0017473117889015264,18.077912151092484,33.39483781206992,2.9076506310613244,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.00081967213,0.0,0.0,0.0,0.001,0.999,1,0.49999999999999994,0.8660254037844387,0.0,0.5
ES,ESK,2024-01,2024,1,4,76.0,0.36,22,570.0,2.71,16,210,0.1048,0.0762,2,326,1,326.0,0,2,0.0,1476.0,1476.0,6.0,0.0,6.0,3,8.0,4.0,4.0,624.0,326.0,950.0,1,0.3333333333333333,6,0.7213475204444817,0.25,2.929400476236497,0.10026881788727096,0.007997311791905793,0.0019354838277063063,17.44033622409227,33.40257968088632,2.9824246877493956,3.0132285947886404,0.10416666697710752,0.005174731104684773,0.0017338709289868993,17.676085703956183,33.25886998573939,3.0417904191154745,1,0.0323,8.0,22.0,0.2629,0,0.01904762,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.981,1,0.49999999999999994,0.8660254037844387,0.0,0.16
SDM,RTD,2024-01,2024,1,4,6714.0,1.52,1842,25925.0,5.87,2262,4415,0.4172,0.5123,56,4418,1,4418.0,0,6,9447.0,9301.0,18748.0,15.333333333333334,7.666666666666667,7.666666666666667,15,47.44444444444444,26.0,21.444444444444443,12561.0,17563.0,30124.0,1,0.09090909090909091,90,0.6213349345596119,0.2,3.980881718958738,0.08387096811045883,0.002822580657178356,0.0,18.714111432753583,34.11870878101677,3.8768494947342784,4.006881736759698,0.08387096811045883,0.002822580657178356,0.0,18.714111432753583,34.11870878101677,3.9028495071075295,1,0.0323,8.0,22.0,0.2629,1,0.58935446,0.0,0.0,0.0,0.589,0.0,0.0,0.0,0.411,1,0.49999999999999994,0.8660254037844387,1.0,0.89
UTLN,UTVR,2024-01,2024,1,3,2863.0,1.26,869,7550.0,3.32,976,2272,0.3825,0.4296,0,2339,1,2339.0,0,4,6455.0,6455.0,12910.0,7.0,3.5,3.5,6,7.333333333333333,3.6666666666666665,3.6666666666666665,9115.0,9018.0,18133.0,0,0.0,24,0.0,0.0,3.600432718848629,0.08750000020228726,0.007338709728692168,0.0017338709289868993,18.468390858301554,33.6870959292176,3.651911259473612,3.5809328284900714,0.08750000020228726,0.007338709728692168,0.0017338709289868993,18.468390858301554,33.6870959292176,3.6324113558712465,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,0.99
ASS,HN,2024-01,2024,1,39,1542.0,1.17,428,16594.0,12.55,827,1322,0.3238,0.6256,12,1244,1,1244.0,0,17,24585.0,19676.83,44261.83,28.51388888888889,13.625,14.88888888888889,11,42.16666666666667,22.0,20.166666666666668,4399.0,5033.0,9432.0,2,0.15384615384615385,187,1.279458146995729,0.41666666666666663,3.833674811407603,0.08938172116114568,0.006962365540926174,0.0,18.942104511804157,33.40887008046591,2.7563898463993866,4.209887073004759,0.09771505422810073,0.003951612920049698,0.0,20.548092046091632,35.79919250037081,3.85518278273183,1,0.0323,8.0,22.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1.0,0.84
ASS,ZD,2024-01,2024,1,6,6525.0,1.56,2121,23041.0,5.51,2300,4181,0.5073,0.5501,37,4465,1,4465.0,0,17,24585.0,19676.83,44261.83,28.51388888888889,13.625,14.88888888888889,11,25.866666666666667,12.2,13.666666666666666,9166.0,9298.67,18464.67,2,0.15384615384615385,187,0.9605402309330919,0.25,3.833674811407603,0.08938172116114568,0.006962365540926174,0.0,18.942104511804157,33.40887008046591,2.7563898463993866,3.892174805189052,0.08938172116114568,0.006962365540926174,0.0,18.942104511804157,33.40887008046591,2.8148898057669642,1,0.0323,8.0,22.0,0.2629,1,0.41879934,0.0,0.0,0.0,0.419,0.0,0.0,0.0,0.581,1,0.49999999999999994,0.8660254037844387,1.0,0.87
ASS,HWZB,2024-01,2024,1,7,2254.0,0.98,839,6491.0,2.83,951,2293,0.3659,0.4147,4,2701,1,2701.0,0,17,24585.0,19676.83,44261.83,28.51388888888889,13.625,14.88888888888889,5,14.333333333333332,7.333333333333333,7.0,5455.0,5432.0,10887.0,1,0.09090909090909091,85,0.40242960438184466,0.08333333333333333,3.833674811407603,0.08938172116114568,0.006962365540926174,0.0,18.942104511804157,33.40887008046591,2.7563898463993866,4.5191343622883,0.09260752761075573,0.007620967644196685,0.0,22.694373001975396,40.57645042352779,4.117521434536664,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,0.72
BET,EHS,2024-01,2024,1,9,2727.0,1.45,800,7427.0,3.95,913,1881,0.4253,0.4854,77,1981,1,1981.0,0,4,3903.0,3905.0,7808.0,19.0,9.5,9.5,4,10.0,5.0,5.0,3903.0,3671.0,7574.0,0,0.0,16,0.0,0.0,3.36059945091475,0.07526881759485571,0.004892473169151814,0.003494623577803053,17.50478859414016,32.972418512708394,3.5234354400872103,3.2448441125878125,0.0779569896578949,0.0052688172267329305,0.003521505297632307,16.5179996062671,32.13725709915161,3.3695753184672927,1,0.0323,8.0,22.0,0.2629,1,0.0010632642,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,0.49999999999999994,0.8660254037844387,1.0,0.96
RTZ,RTB,2024-01,2024,1,3,1450.0,0.76,614,4180.0,2.18,673,1918,0.3201,0.3509,26,1989,1,1989.0,0,6,4016.0,3910.0,7926.0,4.666666666666667,2.3333333333333335,2.3333333333333335,8,13.5,6.75,6.75,9371.0,7843.0,17214.0,1,0.16666666666666666,48,0.9102392266268373,0.3333333333333333,3.980881718958738,0.08387096811045883,0.002822580657178356,0.0,18.714111432753583,34.11870878101677,3.8768494947342784,3.9743817768069687,0.08387096811045883,0.002822580657178356,0.0,18.714111432753583,34.11870878101677,3.870349486869189,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,0.73
HDE,WZ,2024-01,2024,1,9,1229.0,1.11,305,2817.0,2.55,340,1104,0.2763,0.308,1,1164,1,1164.0,0,4,2312.0,2313.0,4625.0,18.0,9.0,9.0,3,18.0,9.0,9.0,2312.0,1148.0,3460.0,0,0.0,12,0.0,0.0,3.382854860931915,0.09354838775971563,0.004233871025824418,0.0017338709289868993,19.415674152553724,34.071289413718766,3.179225823521534,3.3673064623388553,0.10080645219372805,0.005174731224855428,0.001706989209157645,19.757889633697847,34.96499910918615,3.4268495071108545,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0009057971,0.0,0.0,0.0,0.001,0.999,1,0.49999999999999994,0.8660254037844387,1.0,0.78
ASHD,AC,2024-01,2024,1,4,3094.0,2.03,972,8164.0,5.35,1068,1525,0.6374,0.7003,3,1605,1,1605.0,0,4,3361.0,3361.0,6722.0,5.0,2.5,2.5,4,16.0,8.0,8.0,3361.0,3347.0,6708.0,0,0.0,16,0.0,0.0,3.68627967827663,0.09180107608597765,0.0056451613043424905,0.00017473117889015266,19.08350794081406,32.91870880126953,2.8903119244227207,3.6927796373724617,0.09180107608597765,0.0056451613043424905,0.00017473117889015266,19.08350794081406,32.91870880126953,2.8968118624461274,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0013114754,0.0,0.0,0.0,0.001,0.999,1,0.49999999999999994,0.8660254037844387,0.0,0.44
GN,GERP,2024-01,2024,1,2,536.0,0.4,164,5010.0,3.7,135,1355,0.121,0.0996,62,1624,1,1624.0,0,2,0.0,2692.0,2692.0,15.0,0.0,15.0,3,7.0,3.0,4.0,3231.0,1624.0,4855.0,0,0.0,6,0.0,0.0,3.343142560242565,0.09462365608221741,0.005645161324370933,0.0037096773364370867,20.363238953774975,37.12306345278217,3.194285018589868,3.375642514046562,0.09462365608221741,0.005645161324370933,0.0037096773364370867,20.363238953774975,37.12306345278217,3.2267849512989084,1,0.0323,8.0,22.0,0.2629,0,0.051660515,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.948,1,0.49999999999999994,0.8660254037844387,0.0,0.2
OT,TB,2024-01,2024,1,8,1321.0,1.39,486,3490.0,3.67,538,952,0.5105,0.5651,2,990,1,990.0,0,4,2012.0,2006.0,4018.0,17.0,8.5,8.5,9,30.8,17.8,13.0,9666.0,6678.0,16344.0,0,0.0,36,0.0,0.0,3.431672067987302,0.07674731222051447,0.004986559151000874,0.0014112902910358484,18.282092387878127,33.053708766096385,3.4947097202567683,3.4484139942584098,0.07876344158324183,0.007809139688008575,0.0013978494311212212,18.121215117874964,34.0316119777259,3.5189113087691766,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,0.92
SSH,NVP,2024-01,2024,1,11,831.0,0.59,300,4921.0,3.47,406,1417,0.2117,0.2865,1,1967,1,1967.0,0,4,4001.0,3502.0,7503.0,19.0,9.5,9.5,4,16.0,8.0,8.0,4001.0,4001.0,8002.0,0,0.0,16,0.0,0.0,4.4227527760880525,0.09448924850952882,0.004327956997659257,0.0,21.347878975893863,37.95628927728181,4.1267849904465015,4.300518774690347,0.09395161305143628,0.005739247346276878,0.0,19.86048964106588,35.91628940259257,4.092655849635541,1,0.0323,8.0,22.0,0.2629,1,0.0014114326,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,0.49999999999999994,0.8660254037844387,1.0,0.92
OW,O,2024-01,2024,1,1,2162.0,1.89,866,7306.0,6.39,962,1143,0.7577,0.8416,0,1084,1,1084.0,0,4,2205.0,2205.0,4410.0,12.0,6.0,6.0,8,26.0,13.0,13.0,4589.0,4591.0,9180.0,0,0.0,32,0.0,0.0,3.388825238547138,0.08077957016485994,0.005739247286191551,0.002110215006596459,18.719984260618045,33.91596685942783,3.5881531772338935,3.3758253045229902,0.08077957016485994,0.005739247286191551,0.002110215006596459,18.719984260618045,33.91596685942783,3.575153275750958,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,0.96
ZVB,ZLW,2024-01,2024,1,8,1140.0,1.28,501,3648.0,4.09,552,893,0.561,0.6181,0,957,1,957.0,0,4,1954.0,1954.0,3908.0,16.0,8.0,8.0,10,28.0,14.0,14.0,5072.0,4585.0,9657.0,0,0.0,40,0.0,0.0,3.7542904343466046,0.07983871049658266,0.006962365560954617,0.0013037634117188312,18.852616133228427,34.37322485126475,3.789841499577667,3.772502806272999,0.08172043068434602,0.004045698982012528,0.001290322551804204,18.885062604501684,33.66338620262761,3.669075362379312,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,0.92
HDE,NS,2024-01,2024,1,9,1366.0,1.23,462,2828.0,2.54,490,1114,0.4147,0.4399,11,1149,1,1149.0,0,4,2312.0,2313.0,4625.0,18.0,9.0,9.0,4,21.0,10.5,10.5,2315.0,2317.0,4632.0,0,0.0,16,0.0,0.0,3.382854860931915,0.09354838775971563,0.004233871025824418,0.0017338709289868993,19.415674152553724,34.071289413718766,3.179225823521534,3.420274151859665,0.08924731225656565,0.0019758064800532915,0.0017204300690722722,19.4930760589258,35.44645065646018,3.431833286619475,1,0.0323,8.0,22.0,0.2629,1,0.0008976661,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,1,0.49999999999999994,0.8660254037844387,1.0,0.84
SHL,LEDN,2024-01,2024,1,29,6350.0,2.37,1503,21014.0,7.86,1414,2675,0.5619,0.5286,928,2784,1,2784.0,0,16,18490.0,15590.0,34080.0,44.682539682539684,22.11111111111111,22.571428571428573,21,38.009090909090915,19.90909090909091,18.1,14383.0,14879.0,29262.0,2,0.10526315789473684,336,1.2891624083167885,0.40476190476190477,4.025314567881005,0.09099462491169732,0.00611559144391488,0.0,19.258847246527353,35.33419259517424,3.689830669231953,4.403252713507422,0.09448924850952882,0.004327956997659257,0.0,21.347878975893863,37.95628927728181,4.107284997124225,1,0.0323,8.0,22.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1.0,0.89
RTZ,RTST,2024-01,2024,1,1,25.0,1.67,6,55.0,3.67,7,15,0.4,0.4667,0,26,1,26.0,0,6,4016.0,3910.0,7926.0,4.666666666666667,2.3333333333333335,2.3333333333333335,6,4.666666666666667,2.3333333333333335,2.3333333333333335,76.0,235.0,311.0,2,0.5,36,1.631586747071319,0.5833333333333333,3.980881718958738,0.08387096811045883,0.002822580657178356,0.0,18.714111432753583,34.11870878101677,3.8768494947342784,4.0198818472018765,0.08387096811045883,0.002822580657178356,0.0,18.714111432753583,34.11870878101677,3.9158495713941632,1,0.0323,8.0,22.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1.0,0.74
SHL,ASDL,2024-01,2024,1,12,2044.0,1.2,646,6851.0,4.04,794,1697,0.3807,0.4679,1349,2939,1,2939.0,0,16,18490.0,15590.0,34080.0,44.682539682539684,22.11111111111111,22.571428571428573,4,15.0,7.5,7.5,5965.0,5964.0,11929.0,1,0.1,64,0.45511961331341866,0.1111111111111111,4.025314567881005,0.09099462491169732,0.00611559144391488,0.0,19.258847246527353,35.33419259517424,3.689830669231953,4.018814611258686,0.09099462491169732,0.00611559144391488,0.0,19.258847246527353,35.33419259517424,3.6833307303798697,1,0.0323,8.0,22.0,0.2629,1,0.0011785504,0.0,0.0,0.0005892752,0.001,0.0,0.0,0.001,0.998,1,0.49999999999999994,0.8660254037844387,1.0,0.81
SHL,HFD,2024-01,2024,1,5,2560.0,1.79,811,6879.0,4.81,946,1430,0.5671,0.6615,498,2067,1,2067.0,0,16,18490.0,15590.0,34080.0,44.682539682539684,22.11111111111111,22.571428571428573,5,16.333333333333336,5.0,11.333333333333334,4034.0,7157.0,11191.0,1,0.09090909090909091,80,0.40242960438184466,0.08333333333333333,4.025314567881005,0.09099462491169732,0.00611559144391488,0.0,19.258847246527353,35.33419259517424,3.689830669231953,4.294018816122765,0.09395161305143628,0.005739247346276878,0.0,19.86048964106588,35.91628940259257,4.086155917230112,1,0.0323,8.0,22.0,0.2629,1,0.006293706,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.994,1,0.49999999999999994,0.8660254037844387,1.0,0.64
EHV,TB,2024-01,2024,1,37,688.0,0.59,223,6000.0,5.18,178,1159,0.1924,0.1536,85,1250,1,1250.0,0,14,9832.0,12152.0,21984.0,32.375,15.0,17.375,9,30.8,17.8,13.0,9666.0,6678.0,16344.0,1,0.08333333333333333,126,0.5138983423697507,0.14285714285714285,3.309844106450797,0.0779569896578949,0.0052688172267329305,0.005161290207216816,16.5179996062671,32.13725709915161,3.4345752604465973,3.4484139942584098,0.07876344158324183,0.007809139688008575,0.0013978494311212212,18.121215117874964,34.0316119777259,3.5189113087691766,1,0.0323,8.0,22.0,0.2629,0,0.58412427,0.41587576,0.0,0.0,0.584,0.416,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1.0,0.9
