source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,total_services_lag1,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,LogisticRegression_TOP_pred,LogisticRegression_TOP_proba
CAS,AMR,2024-03-01,2024,3,12,110.0,2.56,33,170.0,3.95,35,43,0.7674,0.814,0,38,1,38.0,0,10,5515.0,5081.0,10596.0,25.2,12.6,12.6,6,12.0,6.0,6.0,4156.0,4887.0,9043.0,1.0,0.14285714285714285,60.0,1.4426950408889634,0.5,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,8.223474014976624,0.07267833175200313,9.421265181429774e-05,0.0,18.899561962561524,33.14858584192206,8.329126766841473,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.5088538745260609
ASB,DMNZ,2024-03-01,2024,3,4,30.0,0.38,15,1311.0,16.39,37,80,0.1875,0.4625,1,117,35,3.34,0,18,7754.57,7443.34,15197.91,17.333333333333332,8.666666666666666,8.666666666666666,6,8.666666666666666,4.333333333333333,4.333333333333333,2973.34,2953.5699999999997,5926.91,1.0,0.09090909090909091,108.0,0.48089834696298783,0.125,8.456308421665053,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.601261317970614,8.534308490409826,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.679261391127575,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.5291515475267077
KMA,WM,2024-03-01,2024,3,2,1579.0,1.07,683,7098.0,4.83,818,1470,0.4646,0.5565,0,1476,1,1476.0,0,4,2997.0,1523.0,4520.0,7.0,3.5,3.5,4,5.0,2.5,2.5,2993.0,2993.0,5986.0,0.0,0.0,16.0,0.0,0.0,8.304722485118727,0.07725437485874903,0.0005652759209134858,0.0,17.737023358229514,31.56322930927713,8.441465415351324,8.409650687333873,0.09905787410959101,0.002072678329886851,0.0,15.914257399647585,28.961829666815408,8.61456318594726,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0006802721,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,1.0,0.523328500268124
OST,DV,2024-03-01,2024,3,10,810.0,0.73,470,4415.0,3.99,561,1106,0.425,0.5072,4,784,1,784.0,0,4,1568.0,1568.0,3136.0,17.0,8.5,8.5,12,29.666666666666668,14.833333333333334,14.833333333333334,5218.0,5998.0,11216.0,0.0,0.0,48.0,0.0,0.0,8.542411359470753,0.07550471182787243,0.00028263795544289323,0.0,14.048514240041555,26.525652043752043,8.407889183565553,8.592604499565962,0.06823687830972479,0.00018842530362859548,0.0,14.069057289395646,27.060564555197672,8.491796970688318,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.5373197811285407
HLO,AMR,2024-03-01,2024,3,5,2236.0,1.11,740,7276.0,3.62,860,2008,0.3685,0.4283,0,2041,1,2041.0,0,4,4558.0,4332.0,8890.0,12.0,6.0,6.0,6,12.0,6.0,6.0,4156.0,4887.0,9043.0,1.0,0.25,24.0,0.6213349345596119,0.2,8.21047373976393,0.07267833175200313,9.421265181429774e-05,0.0,18.899561962561524,33.14858584192206,8.31612647815155,8.223474014976624,0.07267833175200313,9.421265181429774e-05,0.0,18.899561962561524,33.14858584192206,8.329126766841473,2,0.0645,10.0,20.0,0.263,1,0.5278884,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.472,2,1.0,6.123233995736766e-17,1.0,0.6800069542418261
OST,WH,2024-03-01,2024,3,7,1755.0,1.5,736,4785.0,4.1,797,1167,0.6307,0.6829,5,784,1,784.0,0,4,1568.0,1568.0,3136.0,17.0,8.5,8.5,3,17.5,10.5,7.0,1568.0,784.0,2352.0,0.0,0.0,12.0,0.0,0.0,8.542411359470753,0.07550471182787243,0.00028263795544289323,0.0,14.048514240041555,26.525652043752043,8.407889183565553,8.490915219614115,0.0905787354061934,0.002920592196215531,0.0,14.235967056266713,26.471385526143685,8.361372793988297,2,0.0645,10.0,20.0,0.263,1,0.9991431,0.0,0.0,0.000856898,0.999,0.0,0.0,0.001,0.0,2,1.0,6.123233995736766e-17,0.0,0.4134736454471102
RTD,SDM,2024-03-01,2024,3,4,3603.0,0.87,1068,22323.0,5.4,1744,4135,0.2583,0.4218,349,4122,1,4122.0,0,14,11204.0,15457.0,26661.0,48.644444444444446,27.2,21.444444444444443,6,15.333333333333334,7.666666666666667,7.666666666666667,8586.0,8165.0,16751.0,1.0,0.09090909090909091,84.0,0.6213349345596119,0.2,8.6823047879246,0.08829071404836059,9.421265181429774e-05,0.0,14.98373087209776,28.45453493624003,8.738697746720963,8.656304760544009,0.08829071404836059,9.421265181429774e-05,0.0,14.98373087209776,28.45453493624003,8.712697727362528,2,0.0645,10.0,20.0,0.263,1,0.58162034,0.0,0.0,0.0,0.582,0.0,0.0,0.0,0.418,2,1.0,6.123233995736766e-17,0.0,0.4032596690622021
WC,RVS,2024-03-01,2024,3,7,1207.0,1.07,665,6055.0,5.39,764,1123,0.5922,0.6803,1,1084,1,1084.0,0,4,2164.0,2756.0,4920.0,11.0,5.5,5.5,4,15.0,7.5,7.5,2163.0,2164.0,4327.0,0.0,0.0,16.0,0.0,0.0,8.824859285739677,0.0845222075445976,0.0009421265281706767,0.0,13.836839482087948,26.656957654580776,8.72896426137973,8.865731293949754,0.09784656870373165,0.002826379474207338,0.0,14.277336846931787,26.94670184239404,8.773537450010009,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.43513427511773134
ARN,MDB,2024-03-01,2024,3,4,1726.0,1.46,420,7144.0,6.03,566,1184,0.3547,0.478,0,1125,1,1125.0,0,4,2269.0,2269.0,4538.0,19.0,9.5,9.5,7,17.833333333333336,8.5,9.333333333333334,2961.0,2617.0,5578.0,1.0,0.2,28.0,0.7213475204444817,0.25,8.647644676077574,0.10713324464185722,0.0010363391799849745,0.0,15.476114082304337,28.649797327906736,8.714670245130803,8.647415252906317,0.10484522278263944,0.0009421265081152781,0.0,17.02759700299593,32.499326135717524,8.76147988923947,2,0.0645,10.0,20.0,0.263,1,0.7035473,0.0,0.0,0.0008445946,0.704,0.0,0.0,0.001,0.295,2,1.0,6.123233995736766e-17,1.0,0.5407775330247707
RTD,DDR,2024-03-01,2024,3,20,7.0,0.41,3,0.0,0.0,0,17,0.1765,0.0,3,87,1,87.0,0,14,11204.0,15457.0,26661.0,48.644444444444446,27.2,21.444444444444443,13,35.35714285714286,17.857142857142858,17.5,2642.0,7021.0,9663.0,2.0,0.14285714285714285,182.0,1.072008968920998,0.30952380952380953,8.6823047879246,0.08829071404836059,9.421265181429774e-05,0.0,14.98373087209776,28.45453493624003,8.738697746720963,8.754766074356448,0.1016150741746416,0.001601615090870761,0.0,15.001650451651171,28.04414452774849,8.72300298185079,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.49711431992261307
HK,UTG,2024-03-01,2024,3,3,994.0,0.92,389,2477.0,2.29,426,1084,0.3589,0.393,0,1096,1,1096.0,0,4,2224.0,2112.0,4336.0,6.0,3.0,3.0,6,8.0,4.0,4.0,2319.0,3762.0,6081.0,0.0,0.0,24.0,0.0,0.0,8.2982227852014,0.07725437485874903,0.0005652759209134858,0.0,17.737023358229514,31.56322930927713,8.434965745276429,8.254643339327815,0.05908479244720246,0.0,0.0,18.36355614533816,32.2774149700899,8.367092859696893,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.4998823599829441
WD,GDG,2024-03-01,2024,3,13,2469.0,0.73,639,10234.0,3.04,907,3370,0.1896,0.2691,102,2965,1,2965.0,0,12,8658.0,8815.0,17473.0,28.0,14.0,14.0,4,16.0,8.0,8.0,4972.0,5268.0,10240.0,1.0,0.14285714285714285,48.0,0.45511961331341866,0.1111111111111111,8.604943718756191,0.08465679731936987,0.00047106326909918805,0.0,15.176894368345613,27.64732092707186,8.584486121605094,8.707414292631368,0.09165545143838846,0.0,0.0,15.391311349971458,28.040268412188276,8.837696876692739,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0002967359,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.6009112392010901
MT,STD,2024-03-01,2024,3,21,431.0,0.37,170,5400.0,4.68,168,1154,0.1473,0.1456,67,1118,1,1118.0,0,1,0.0,1118.0,1118.0,21.0,0.0,21.0,4,46.66666666666667,21.666666666666668,25.0,3868.0,1647.0,5515.0,0.0,0.0,4.0,0.0,0.0,9.338412582152303,0.11722745683199624,0.00028263795544289323,0.0,13.507927867477386,26.784871427079068,9.199314362588833,9.263941852112637,0.10699865467655867,0.00028263795544289323,0.0,12.926629573146876,26.479137873745863,9.190792404626613,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.3314013304101285
UTVR,UTLN,2024-03-01,2024,3,3,2851.0,0.64,1521,9858.0,2.2,1676,4475,0.3399,0.3745,2,4224,1,4224.0,0,6,8919.0,8780.0,17699.0,7.333333333333333,3.6666666666666665,3.6666666666666665,4,7.0,3.5,3.5,6361.0,6361.0,12722.0,0.0,0.0,24.0,0.0,0.0,8.638385551855029,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.622234798536647,8.657885352743747,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.641734574075342,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.6104004023735217
GVC,HGL,2024-03-01,2024,3,187,0.0,0.0,0,300.0,30.0,10,10,0.0,1.0,0,0,12,0.0,1,6,0.0,9025.0,9025.0,39.166666666666664,0.0,39.166666666666664,9,89.1,43.6,45.5,2525.0,1449.0,3974.0,1.0,0.09090909090909091,54.0,0.45511961331341866,0.1111111111111111,8.471996822395685,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.688214855912877,8.577963424763801,0.06756393123082165,0.0027321668424484385,0.0,13.40484127574782,26.17485796554894,8.397142444292276,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.14576879099368195
GDG,WD,2024-03-01,2024,3,13,1536.0,0.68,695,7441.0,3.3,939,2258,0.3078,0.4159,64,2007,1,2007.0,0,4,4972.0,5268.0,10240.0,16.0,8.0,8.0,12,28.0,14.0,14.0,8658.0,8815.0,17473.0,1.0,0.14285714285714285,48.0,0.45511961331341866,0.1111111111111111,8.707414292631368,0.09165545143838846,0.0,0.0,15.391311349971458,28.040268412188276,8.837696876692739,8.604943718756191,0.08465679731936987,0.00047106326909918805,0.0,15.176894368345613,27.64732092707186,8.584486121605094,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0008857396,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,1.0,0.6906913398890007
NDB,HVS,2024-03-01,2024,3,6,388.0,0.36,109,2293.0,2.13,244,1077,0.1012,0.2266,1,1030,1,1030.0,0,8,5048.0,5046.0,10094.0,19.0,9.5,9.5,19,28.61111111111111,14.5,14.11111111111111,8480.619999999999,7519.82,16000.439999999999,1.0,0.07692307692307693,152.0,0.48089834696298783,0.125,8.587063719454557,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.716875310861887,8.574416132826824,0.07429340578024031,0.0007537012345697806,0.0,14.69533352399418,28.427401647272532,8.697834739133134,2,0.0645,10.0,20.0,0.263,0,0.23212628,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.768,2,1.0,6.123233995736766e-17,1.0,0.6015723142316145
UTVR,UT,2024-03-01,2024,3,1,3205.0,0.92,1148,9004.0,2.59,1299,3474,0.3305,0.3739,3,3236,1,3236.0,0,6,8919.0,8780.0,17699.0,7.333333333333333,3.6666666666666665,3.6666666666666665,32,44.659919028340084,22.923076923076923,21.736842105263158,19574.83,30482.29,50057.12,0.0,0.0,192.0,0.0,0.0,8.638385551855029,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.622234798536647,8.59938579565102,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.583235053002113,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.9459402990580728
GV,LAA,2024-03-01,2024,3,2,2744.0,0.89,759,19352.0,6.31,1105,3069,0.2473,0.3601,51,2319,1,2319.0,0,11,9814.0,7522.67,17336.67,14.533333333333335,8.333333333333334,6.2,7,11.333333333333332,5.0,6.333333333333333,8425.0,6630.0,15055.0,2.0,0.2222222222222222,77.0,0.9605402309330919,0.25,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,8.497996841272787,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.71421487880106,2,0.0645,10.0,20.0,0.263,1,0.83284456,0.0,0.0,0.0,0.833,0.0,0.0,0.0,0.167,2,1.0,6.123233995736766e-17,1.0,0.7621015250496426
GVC,LEDN,2024-03-01,2024,3,15,974.0,0.61,310,4320.0,2.72,137,1586,0.1955,0.0864,136,1964,1,1964.0,0,6,0.0,9025.0,9025.0,39.166666666666664,0.0,39.166666666666664,21,38.009090909090915,19.90909090909091,18.1,12529.5,12805.5,25335.0,2.0,0.125,126.0,1.2352458628142324,0.39285714285714285,8.471996822395685,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.688214855912877,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.1586651356917019
LEDN,HAD,2024-03-01,2024,3,25,1548.0,0.72,487,12899.0,5.98,763,2158,0.2257,0.3536,147,2049,1,2049.0,0,21,12529.5,12805.5,25335.0,38.009090909090915,19.90909090909091,18.1,6,24.0,12.0,12.0,6221.0,5121.0,11342.0,1.0,0.07142857142857142,126.0,0.48089834696298783,0.125,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,8.408467278265537,0.07254374221789564,0.0005652759209134858,0.0,16.68873508240461,30.731789141612612,8.482693395897003,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.5493651956199873
BGN,RB,2024-03-01,2024,3,16,2238.0,1.89,756,7607.0,6.43,873,1183,0.6391,0.738,18,1126,1,1126.0,0,6,2958.0,2636.0,5594.0,44.0,22.0,22.0,4,19.0,9.5,9.5,2273.0,2273.0,4546.0,0.0,0.0,24.0,0.0,0.0,8.702541539357776,0.10672947627017186,0.001695827752712758,0.0,14.057209706482945,27.19138550662096,8.63914986349853,8.796904441164768,0.11144010867036047,0.00037685060725719096,0.0,14.372807138219656,28.30142588506316,8.73216690092998,2,0.0645,10.0,20.0,0.263,1,0.70414203,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.296,2,1.0,6.123233995736766e-17,0.0,0.3619785718316367
NDB,BSMZ,2024-03-01,2024,3,1,2016.0,1.22,854,5433.0,3.27,916,1659,0.5148,0.5521,2,1474,1,1474.0,0,8,5048.0,5046.0,10094.0,19.0,9.5,9.5,4,5.0,2.5,2.5,2965.0,2965.0,5930.0,0.0,0.0,32.0,0.0,0.0,8.587063719454557,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.716875310861887,8.561063860900308,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.6908754647821,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.44059662538171895
GV,DT,2024-03-01,2024,3,8,3232.0,0.93,781,18266.0,5.27,1213,3465,0.2254,0.3501,106,3229,1,3229.0,0,11,9814.0,7522.67,17336.67,14.533333333333335,8.333333333333334,6.2,10,15.2,7.6,7.6,9799.0,9696.0,19495.0,1.0,0.09090909090909091,110.0,0.45511961331341866,0.1111111111111111,8.47849686983296,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.694714923886881,8.555949497190811,0.11467025692738883,0.00244952896722714,0.0,15.067592648004618,28.24958199671749,8.681723359776699,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.765897547506674
GVC,LAA,2024-03-01,2024,3,1,738.0,0.52,291,2490.0,1.75,70,1422,0.2046,0.0492,228,1685,1,1685.0,0,6,0.0,9025.0,9025.0,39.166666666666664,0.0,39.166666666666664,7,11.333333333333332,5.0,6.333333333333333,8425.0,6630.0,15055.0,2.0,0.25,42.0,0.9163279467515955,0.22619047619047616,8.471996822395685,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.688214855912877,8.497996841272787,0.09407806254091045,0.0013189771254001684,0.0,16.623138072994482,31.150416378698953,8.71421487880106,2,0.0645,10.0,20.0,0.263,0,0.00070323487,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,0.0,0.12071820392000555
LEDN,DVNK,2024-03-01,2024,3,3,1747.0,0.91,676,5836.0,3.05,607,1912,0.3536,0.3175,105,1775,1,1775.0,0,21,12529.5,12805.5,25335.0,38.009090909090915,19.90909090909091,18.1,4,5.0,2.5,2.5,3460.0,3459.0,6919.0,0.0,0.0,84.0,0.0,0.0,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,8.474483428540493,0.08815612446411461,0.001130551821771573,0.0,15.921271099136142,29.303417721795842,8.585317924558554,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.44797477084989723
WD,BDG,2024-03-01,2024,3,11,3012.0,1.24,718,7196.0,2.97,813,2420,0.2967,0.336,105,2349,1,2349.0,0,12,8658.0,8815.0,17473.0,28.0,14.0,14.0,4,19.0,9.5,9.5,3684.0,3650.0,7334.0,0.0,0.0,48.0,0.0,0.0,8.604943718756191,0.08465679731936987,0.00047106326909918805,0.0,15.176894368345613,27.64732092707186,8.584486121605094,8.630325695226523,0.08061911246938629,0.0008479138663286797,0.0,15.533200577001713,28.209851210402928,8.752532945507147,2,0.0645,10.0,20.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.4941848384048765
LEDN,ASD,2024-03-01,2024,3,48,34.0,1.17,10,90.0,3.1,11,29,0.3448,0.3793,2,44,1,44.0,0,21,12529.5,12805.5,25335.0,38.009090909090915,19.90909090909091,18.1,20,38.95959595959596,19.77777777777778,19.181818181818183,7942.7,16464.0,24406.7,2.0,0.09090909090909091,420.0,0.9360179602764065,0.2361111111111111,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,8.37792187054738,0.07967698619190809,9.421265181429774e-05,0.0,15.34171527760507,28.164306127206796,8.550734781480894,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.7933327526223872
MZ,HZE,2024-03-01,2024,3,10,452.0,0.51,132,1341.0,1.5,150,892,0.148,0.1682,5,915,1,915.0,0,3,1826.0,915.0,2741.0,18.5,8.5,10.0,4,15.0,7.5,7.5,1826.0,1826.0,3652.0,0.0,0.0,12.0,0.0,0.0,8.9982228278111,0.11184387711223973,0.0008479138563009804,0.0,13.005215286406342,25.692273946341082,8.86672889191562,8.981889151407763,0.10767160283845334,0.0005652759309411851,0.0,12.942031722450642,26.471870107573743,8.952615940394343,2,0.0645,10.0,20.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.44703730297001326
AMF,ZL,2024-03-01,2024,3,66,705.0,0.82,205,4657.0,5.42,239,859,0.2386,0.2782,32,923,1,923.0,0,15,10639.0,9929.0,20568.0,46.10714285714286,23.857142857142858,22.25,17,95.5,51.5,44.0,5662.0,8736.0,14398.0,0.0,0.0,255.0,0.0,0.0,8.601437427474544,0.08021534396734084,0.0006594885727277836,0.0,14.683653444492961,28.376042263023304,8.558570680515603,8.50383580204295,0.08613728194385968,0.0032032301416307246,0.0,15.347155282507032,28.184656070668154,8.440174961475151,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.7880533336440954
NKK,HD,2024-03-01,2024,3,16,11.0,0.38,8,191.0,6.59,12,29,0.2759,0.4138,0,27,1,27.0,0,6,2116.0,2116.0,4232.0,17.0,7.666666666666667,9.333333333333334,6,29.0,10.666666666666666,18.333333333333332,2108.0,2036.0,4144.0,0.0,0.0,36.0,0.0,0.0,8.59733574140521,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.511871413298923,8.668902877362227,0.07254374211761865,0.0013189770953170705,0.0,14.93562722819811,28.216149983463826,8.595551613683174,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.43852950473084434
BRD,RLB,2024-03-01,2024,3,4,819.0,0.43,310,3776.0,1.97,391,1918,0.1616,0.2039,10,1850,1,1850.0,0,4,3713.0,3714.0,7427.0,11.0,5.5,5.5,7,6.75,3.0,3.75,3714.0,3714.6,7428.6,0.0,0.0,28.0,0.0,0.0,8.695724328947259,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.735360961903794,8.741224146306434,0.09488559986588772,0.0,0.0,15.103571365531007,27.79752274509394,8.780860770278151,2,0.0645,10.0,20.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.47597237920413465
BD,TB,2024-03-01,2024,3,21,4611.0,1.93,1137,11200.0,4.7,1204,2385,0.4767,0.5048,595,2623,1,2623.0,0,13,6950.0,7802.0,14752.0,42.16666666666667,21.0,21.166666666666668,9,30.8,17.8,13.0,8937.0,6396.0,15333.0,1.0,0.09090909090909091,117.0,0.9102392266268373,0.3333333333333333,8.8003607191356,0.09838492717107565,9.421265181429774e-05,0.0,14.38166507119927,27.2015605075523,8.726201896231075,8.816288637601511,0.10269179067813852,0.0017900404546655525,0.0,14.014627673704563,27.354185084796047,8.73977447197864,2,0.0645,10.0,20.0,0.263,1,0.8037736,0.19580713,0.0,0.00041928721,0.804,0.196,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.45878140620574515
BMN,ZP,2024-03-01,2024,3,7,6.0,0.24,3,6.0,0.24,3,25,0.12,0.12,0,25,1,25.0,0,4,1885.0,965.0,2850.0,13.0,6.5,6.5,6,24.0,12.0,12.0,2201.0,2924.0,5125.0,1.0,0.25,24.0,0.7213475204444817,0.25,8.663345337179797,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.639657568321896,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.6619546288029443
BD,ETN,2024-03-01,2024,3,11,847.0,0.75,228,4690.0,4.15,417,1129,0.2019,0.3694,39,1192,1,1192.0,0,13,6950.0,7802.0,14752.0,42.16666666666667,21.0,21.166666666666668,4,24.0,12.0,12.0,2304.0,1186.4,3490.4,0.0,0.0,52.0,0.0,0.0,8.8003607191356,0.09838492717107565,9.421265181429774e-05,0.0,14.38166507119927,27.2015605075523,8.726201896231075,8.699841173227831,0.11372813012847027,0.0022611037137370412,0.0,14.535187939856286,27.347401668374022,8.59728396420203,2,0.0645,10.0,20.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.35378565899771397
AMF,NKK,2024-03-01,2024,3,11,15.0,0.48,7,190.0,6.13,8,31,0.2258,0.2581,1,27,1,27.0,0,15,10639.0,9929.0,20568.0,46.10714285714286,23.857142857142858,22.25,6,17.0,7.666666666666667,9.333333333333334,2116.0,2116.0,4232.0,0.0,0.0,90.0,0.0,0.0,8.601437427474544,0.08021534396734084,0.0006594885727277836,0.0,14.683653444492961,28.376042263023304,8.558570680515603,8.59733574140521,0.0724091521322647,0.00047106325907148873,0.0,14.724721059183093,27.17684994250897,8.511871413298923,2,0.0645,10.0,20.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.44324446632418885
BD,BDPB,2024-03-01,2024,3,5,1099.0,0.94,264,3872.0,3.3,334,1173,0.2251,0.2847,141,1093,1,1093.0,0,13,6950.0,7802.0,14752.0,42.16666666666667,21.0,21.166666666666668,4,15.0,7.5,7.5,2133.0,2104.0,4237.0,0.0,0.0,52.0,0.0,0.0,8.8003607191356,0.09838492717107565,9.421265181429774e-05,0.0,14.38166507119927,27.2015605075523,8.726201896231075,8.810929275537724,0.09421265209507333,0.0007537012145143819,0.0,14.382089586309277,27.867778495696157,8.710390900859602,2,0.0645,10.0,20.0,0.263,1,0.0,0.00085251493,0.0,0.0,0.0,0.001,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,0.0,0.35193766521200437
