source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,total_services_lag1,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,LogisticRegression_TOP_pred,LogisticRegression_TOP_proba
EHV,GP,2024-04-01,2024,4,6,349.0,0.4,133,840.0,0.96,110,873,0.1523,0.126,38,886,1,886.0,0,16,7026.0,10230.65,17256.65,31.730158730158728,14.285714285714286,17.444444444444443,4,11.0,5.5,5.5,1778.0,1369.0,3147.0,0.0,0.0,64.0,0.0,0.0,10.815236287584735,0.1493055562902656,0.0007777777914371756,0.0,15.38746026357015,31.656999038325417,10.954472387830416,10.730736232373035,0.1493055562902656,0.0007777777914371756,0.0,15.38746026357015,31.656999038325417,10.869972276025349,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.22997310119732348
ZD,HN,2024-04-01,2024,4,33,28.0,0.97,9,35.0,1.21,12,29,0.3103,0.4138,1,138,1,138.0,0,10,8142.0,8043.0,16185.0,24.4,12.2,12.2,12,40.333333333333336,20.166666666666668,20.166666666666668,3897.0,4523.0,8420.0,1.0,0.1,120.0,0.48089834696298783,0.125,10.076930810402457,0.1456944457669225,0.0032083332538604737,0.0,18.18952933119403,33.77849901715914,10.49977806309859,9.837750033661724,0.1430555567662749,0.001069444448997577,0.0,19.597682950024804,35.641499041186435,10.1399028023084,2,0.0667,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.6885193056670194
EHV,BTL,2024-04-01,2024,4,20,6.0,1.2,2,90.0,18.0,3,5,0.4,0.6,2,4,10,0.4,0,16,7026.0,10230.65,17256.65,31.730158730158728,14.285714285714286,17.444444444444443,8,22.75,11.75,11.0,3734.4,3742.44,7476.84,2.0,0.16666666666666666,128.0,1.279458146995729,0.41666666666666663,10.815236287584735,0.1493055562902656,0.0007777777914371756,0.0,15.38746026357015,31.656999038325417,10.954472387830416,10.728541666088212,0.15777777859734166,0.00486111112145914,0.0,16.448118078046374,32.68799899948968,10.784236122502222,2,0.0667,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.31804748934123506
SHL,ASDL,2024-04-01,2024,4,12,2267.0,0.88,744,7334.0,2.83,970,2587,0.2876,0.375,1955,1851,1,1851.0,0,15,15001.0,12482.0,27483.0,44.44642857142857,21.875,22.571428571428573,4,15.0,7.5,7.5,3726.0,3727.0,7453.0,1.0,0.1111111111111111,60.0,0.48089834696298783,0.125,10.157319744790179,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.552875314818488,10.150819631784948,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.546375180284182,2,0.0667,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.5968864679297937
SHL,ASD,2024-04-01,2024,4,19,67.0,0.62,21,448.0,4.15,32,108,0.1944,0.2963,86,77,1,77.0,0,15,15001.0,12482.0,27483.0,44.44642857142857,21.875,22.571428571428573,17,38.67142857142858,18.571428571428573,20.1,10307.0,18965.83,29272.83,3.0,0.2,255.0,1.3960911758292274,0.35,10.157319744790179,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.552875314818488,10.011930575770222,0.1456944457669225,0.0032083332538604737,0.0,18.18952933119403,33.77849901715914,10.434777748915884,2,0.0667,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.9099942774779985
EHV,HT,2024-04-01,2024,4,32,985.0,0.38,384,14915.0,5.77,911,2584,0.1486,0.3526,215,2655,1,2655.0,0,16,7026.0,10230.65,17256.65,31.730158730158728,14.285714285714286,17.444444444444443,15,41.26785714285714,21.142857142857142,20.125,10096.0,11690.130000000001,21786.13,2.0,0.13333333333333333,240.0,1.279458146995729,0.41666666666666663,10.815236287584735,0.1493055562902656,0.0007777777914371756,0.0,15.38746026357015,31.656999038325417,10.954472387830416,10.657347410751713,0.16611111276886528,0.0025277777264515557,0.0,16.959966237677467,32.49099903371599,10.796930849883292,2,0.0667,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.46157162633017085
ASDZ,ALM,2024-04-01,2024,4,29,1310.0,1.18,511,4592.0,4.15,435,1106,0.462,0.3933,32,948,1,948.0,0,10,10897.0,9901.0,20798.0,20.4,10.2,10.2,18,41.55555555555556,20.77777777777778,20.77777777777778,6383.0,7214.75,13597.75,1.0,0.07692307692307693,180.0,0.45511961331341866,0.1111111111111111,10.144319398913325,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.539874937799242,10.236486030204428,0.131805556650377,0.0009722222470574909,0.0,19.743955987029604,36.139499044418336,10.694749879174763,2,0.0667,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.7959714687056381
LDL,APN,2024-04-01,2024,4,14,310.0,0.23,123,3955.0,2.99,229,1321,0.0931,0.1734,0,1343,1,1343.0,0,3,3784.0,1343.0,5127.0,21.5,7.5,14.0,4,22.0,11.0,11.0,3763.0,3784.0,7547.0,0.0,0.0,12.0,0.0,0.0,10.24522233383937,0.1480555566545162,0.0021388888876471253,0.0,19.46490854124228,36.031499009662205,10.541333515114255,10.254014116173817,0.13277777906300292,0.002041666716751125,0.0,18.17763645350933,33.99799906147851,10.49970863627063,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.4712967419327445
ANA,HDRZ,2024-04-01,2024,4,11,1255.0,1.1,271,6862.0,6.04,400,1137,0.2383,0.3518,8,1193,1,1193.0,0,4,2425.0,2425.0,4850.0,20.0,10.0,10.0,3,17.0,6.0,11.0,2425.0,1232.0,3657.0,0.0,0.0,12.0,0.0,0.0,9.893430450558663,0.13444444474039807,0.0018472222714788385,0.0,23.131722247766124,43.51549879974789,10.303083207209905,9.880430741111438,0.13444444474039807,0.0018472222714788385,0.0,23.131722247766124,43.51549879974789,10.290083532200919,2,0.0667,8.0,21.0,0.263,1,0.99208444,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.008,2,0.8660254037844387,-0.4999999999999998,0.0,0.47554976853868164
NWK,CPS,2024-04-01,2024,4,4,983.0,0.8,244,4086.0,3.33,323,1228,0.1987,0.263,1,1229,1,1229.0,0,4,2457.0,2458.0,4915.0,13.0,6.5,6.5,4,5.0,2.5,2.5,2458.0,2458.0,4916.0,0.0,0.0,16.0,0.0,0.0,10.475416677527958,0.13194444574829606,0.0009722222160134051,0.0,18.779179983668858,35.17099901503987,10.846458339691162,10.455916794555055,0.13194444574829606,0.0009722222160134051,0.0,18.779179983668858,35.17099901503987,10.826958488093481,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.4339858837960921
DDR,DDZD,2024-04-01,2024,4,1,479.0,0.23,161,4151.0,2.03,144,2042,0.0788,0.0705,261,2011,1,2011.0,0,13,2778.0,7125.0,9903.0,35.35714285714286,17.857142857142858,17.5,4,15.0,7.5,7.5,3964.0,2234.0,6198.0,1.0,0.125,52.0,0.6213349345596119,0.2,10.568111329691277,0.14902777864287298,0.0019444444734189245,0.0,18.056773591207133,34.247499120897714,10.718111424975925,10.574610998315944,0.14902777864287298,0.0019444444734189245,0.0,18.056773591207133,34.247499120897714,10.724610984325409,2,0.0667,8.0,21.0,0.263,0,0.0073457393,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.993,2,0.8660254037844387,-0.4999999999999998,0.0,0.19958075992796065
AML,HGL,2024-04-01,2024,4,14,1316.0,1.16,255,4579.0,4.05,257,1132,0.2253,0.227,74,1181,1,1181.0,0,8,2723.0,3491.0,6214.0,30.0,15.0,15.0,7,15.416666666666668,7.75,7.666666666666667,2715.0,1544.0,4259.0,0.0,0.0,56.0,0.0,0.0,10.373194435114662,0.15694444548959532,0.007291666583882438,0.0,15.686397382616997,30.618999226888022,10.412152784400517,10.384763580105371,0.14375000175916486,0.003888888874401649,0.0,15.243662053760556,30.380999126699237,10.43295801497168,2,0.0667,8.0,21.0,0.263,0,0.9991166,0.0,0.0,0.00088339223,0.999,0.0,0.0,0.001,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.3487625736561851
ETN,BD,2024-04-01,2024,4,11,333.0,0.29,142,10188.0,9.0,433,1132,0.1254,0.3825,0,1030,1,1030.0,0,4,2230.0,1156.0,3386.0,24.0,12.0,12.0,12,42.333333333333336,21.166666666666668,21.166666666666668,6522.0,7462.0,13984.0,0.0,0.0,48.0,0.0,0.0,10.60698618004616,0.1572222229403754,0.0008750000037252903,0.0,17.53396203253004,33.50599917239613,10.760527815090285,10.650305470637978,0.15000000049670537,0.0018472221990426382,0.0,17.23793724460734,33.21349915729628,10.80954159465101,2,0.0667,8.0,21.0,0.263,1,0.9991166,0.0,0.0,0.00088339223,0.999,0.0,0.0,0.001,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.6175789998522806
BV,DRH,2024-04-01,2024,4,5,249.0,0.28,119,1574.0,1.77,156,891,0.1336,0.1751,9,1191,1,1191.0,0,4,2352.0,2352.0,4704.0,8.0,4.0,4.0,4,6.0,3.0,3.0,2352.0,2352.0,4704.0,0.0,0.0,16.0,0.0,0.0,9.942569445363349,0.1375000012003713,0.0027222222959001857,0.0,21.74562180100216,38.79099894695812,10.277152771088812,10.049833365695344,0.1477777785414623,0.0018472221886946096,0.0,21.33494813574685,39.60549898743629,10.355666659275691,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.453257279985663
BKL,MAS,2024-04-01,2024,4,5,570.0,0.41,218,1478.0,1.06,134,1391,0.1567,0.0963,12,1543,1,1543.0,0,6,3135.0,4270.0,7405.0,24.0,12.0,12.0,4,10.0,5.0,5.0,3044.0,1936.0,4980.0,0.0,0.0,24.0,0.0,0.0,10.347472293674945,0.13097222240434753,0.003888888926141792,0.0,18.590291101733843,33.54499904976951,10.776152829991446,10.390291795714035,0.1163888898367683,0.0010694444283015198,0.0,18.475819987389777,33.68149912820922,10.692097396651905,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.3384836642897234
NWK,GD,2024-04-01,2024,4,9,608.0,0.52,182,2653.0,2.29,236,1159,0.157,0.2036,5,1229,1,1229.0,0,4,2457.0,2458.0,4915.0,13.0,6.5,6.5,13,30.928571428571427,16.428571428571427,14.5,13776.0,10156.0,23932.0,0.0,0.0,52.0,0.0,0.0,10.475416677527958,0.13194444574829606,0.0009722222160134051,0.0,18.779179983668858,35.17099901503987,10.846458339691162,10.462416909800636,0.13194444574829606,0.0009722222160134051,0.0,18.779179983668858,35.17099901503987,10.833458629581664,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.39191618882904933
UTT,UTLR,2024-04-01,2024,4,2,472.0,0.35,174,2565.0,1.9,226,1347,0.1292,0.1678,2,1388,1,1388.0,0,4,3905.0,3833.0,7738.0,4.0,2.0,2.0,6,12.0,6.0,6.0,3905.0,3650.0,7555.0,0.0,0.0,24.0,0.0,0.0,10.383791746613053,0.1163888898367683,0.0010694444283015198,0.0,18.475819987389777,33.68149912820922,10.685597291588783,10.415486110482986,0.13708333395835426,0.0024305555348594983,0.0,17.630064886146123,34.49449918667475,10.698611105150647,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.5179126412697562
BDPB,ZLW,2024-04-01,2024,4,10,1179.0,1.1,282,4912.0,4.6,369,1068,0.264,0.3455,0,1031,1,1031.0,0,4,2294.0,2050.0,4344.0,15.0,7.5,7.5,10,28.0,14.0,14.0,4097.0,4240.0,8337.0,0.0,0.0,40.0,0.0,0.0,10.644610988845427,0.16972222319907612,0.0035000000562932757,0.0,17.419136592083508,34.258999066882666,10.72398598326577,10.58897233325988,0.14847222365852858,0.003986111107385821,0.0,17.81327696442604,33.46199913554722,10.666402930021286,2,0.0667,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.5493730079472154
ASDZ,SHL,2024-04-01,2024,4,11,2568.0,0.65,883,19065.0,4.83,1253,3948,0.2237,0.3174,48,3881,1,3881.0,0,10,10897.0,9901.0,20798.0,20.4,10.2,10.2,15,44.44642857142857,21.875,22.571428571428573,15001.0,12482.0,27483.0,1.0,0.08333333333333333,150.0,0.48089834696298783,0.125,10.144319398913325,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.539874937799242,10.157319744790179,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.552875314818488,2,0.0667,8.0,21.0,0.263,1,0.59625125,0.0,0.0,0.0,0.596,0.0,0.0,0.0,0.404,2,0.8660254037844387,-0.4999999999999998,1.0,0.675403680748832
SWK,WV,2024-04-01,2024,4,13,610.0,0.7,172,1629.0,1.87,197,873,0.197,0.2257,0,886,1,886.0,0,6,3999.0,3997.0,7996.0,34.0,17.0,17.0,4,24.0,12.0,12.0,1842.0,1842.0,3684.0,1.0,0.25,24.0,0.7213475204444817,0.25,10.08790300488472,0.15055555689872968,0.0034027778233091037,0.0,17.858318334735102,33.02449913157357,10.24061141014099,9.913430455430515,0.14444444571725196,0.002333333343267441,0.0,18.430642108701996,33.549999054272966,10.060791539814737,2,0.0667,8.0,21.0,0.263,0,0.04467354,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.955,2,0.8660254037844387,-0.4999999999999998,1.0,0.5765943390558057
AML,DV,2024-04-01,2024,4,39,707.0,0.63,303,4369.0,3.92,255,1115,0.2717,0.2287,28,1173,1,1173.0,0,8,2723.0,3491.0,6214.0,30.0,15.0,15.0,12,29.666666666666668,14.833333333333334,14.833333333333334,6295.0,6765.0,13060.0,0.0,0.0,96.0,0.0,0.0,10.373194435114662,0.15694444548959532,0.007291666583882438,0.0,15.686397382616997,30.618999226888022,10.412152784400517,10.422569610923528,0.13736111199897197,0.0006805555688010322,0.0,16.569615319040086,32.25799906187587,10.502500262856483,2,0.0667,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.4723566600934118
LAA,GVM,2024-04-01,2024,4,3,888.0,0.49,420,4622.0,2.55,522,1816,0.2313,0.2874,2,1934,1,1934.0,0,7,8980.0,7267.0,16247.0,11.333333333333332,5.0,6.333333333333333,4,9.0,4.5,4.5,3729.0,3841.0,7570.0,0.0,0.0,28.0,0.0,0.0,10.326611249562767,0.13791666806985933,0.0028194443012277285,0.0,20.659793063667085,38.75899901522531,10.728555726011594,10.34611111268815,0.13791666806985933,0.0028194443012277285,0.0,20.659793063667085,38.75899901522531,10.748055551449458,2,0.0667,8.0,21.0,0.263,1,0.00055066077,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,1.0,0.5824169923990868
ASDZ,DVD,2024-04-01,2024,4,4,858.0,0.61,298,6271.0,4.45,433,1408,0.2116,0.3075,5,918,1,918.0,0,10,10897.0,9901.0,20798.0,20.4,10.2,10.2,17,20.208333333333336,11.333333333333334,8.875,8433.93,8430.119999999999,16864.05,3.0,0.2727272727272727,170.0,2.37871300116537,0.7361111111111112,10.144319398913325,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.539874937799242,10.19137500917746,0.13583333384659554,0.0008750000244213476,0.0,18.769380096263355,34.282999121480515,10.595819438497225,2,0.0667,8.0,21.0,0.263,1,0.9886364,0.0,0.0,0.0007102273,0.989,0.0,0.0,0.001,0.01,2,0.8660254037844387,-0.4999999999999998,1.0,0.7642792534029306
DV,DVC,2024-04-01,2024,4,4,702.0,0.76,237,934.0,1.01,139,922,0.257,0.1508,38,948,1,948.0,0,12,6295.0,6765.0,13060.0,29.666666666666668,14.833333333333334,14.833333333333334,4,19.0,9.5,9.5,1914.0,1815.0,3729.0,0.0,0.0,48.0,0.0,0.0,10.422569610923528,0.13736111199897197,0.0006805555688010322,0.0,16.569615319040086,32.25799906187587,10.502500262856483,10.416069494601754,0.13736111199897197,0.0006805555688010322,0.0,16.569615319040086,32.25799906187587,10.496000132295821,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.4086924195365915
ASDZ,ASB,2024-04-01,2024,4,6,1371.0,0.55,468,14700.0,5.92,891,2485,0.1883,0.3586,33,2298,1,2298.0,0,10,10897.0,9901.0,20798.0,20.4,10.2,10.2,14,17.916666666666664,8.666666666666666,9.25,8101.0,7634.1,15735.1,2.0,0.18181818181818182,140.0,0.9360179602764065,0.2361111111111111,10.144319398913325,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.539874937799242,10.178375248114268,0.13583333384659554,0.0008750000244213476,0.0,18.769380096263355,34.282999121480515,10.582819727063178,2,0.0667,8.0,21.0,0.263,1,0.9995976,0.0,0.0,0.00040241447,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.6925414361733011
DDR,BD,2024-04-01,2024,4,30,9.0,0.69,4,12.0,0.92,3,13,0.3077,0.2308,0,14,1,14.0,0,13,2778.0,7125.0,9903.0,35.35714285714286,17.857142857142858,17.5,12,42.333333333333336,21.166666666666668,21.166666666666668,6522.0,7462.0,13984.0,1.0,0.08333333333333333,156.0,0.45511961331341866,0.1111111111111111,10.568111329691277,0.14902777864287298,0.0019444444734189245,0.0,18.056773591207133,34.247499120897714,10.718111424975925,10.650305470637978,0.15000000049670537,0.0018472221990426382,0.0,17.23793724460734,33.21349915729628,10.80954159465101,2,0.0667,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.3927305567616742
AHZ,EST,2024-04-01,2024,4,3,623.0,0.37,271,10609.0,6.29,547,1686,0.1607,0.3244,1,1685,1,1685.0,0,4,3377.0,2689.0,6066.0,11.0,5.5,5.5,7,14.25,7.25,7.0,3471.0,3396.0,6867.0,1.0,0.2,28.0,0.5138983423697507,0.14285714285714285,10.519430619312658,0.15777777937344378,0.0030138887878921297,0.0,16.47103204495377,32.889499100049335,10.693389027317364,10.668902606268723,0.14125000096650586,0.002527777757495642,0.0,16.19185502462917,32.81749908261829,10.776610915859541,2,0.0667,8.0,21.0,0.263,1,0.021352313,0.0,0.0,0.0005931198,0.021,0.0,0.0,0.001,0.978,2,0.8660254037844387,-0.4999999999999998,1.0,0.622342968277179
NMGO,NMD,2024-04-01,2024,4,2,1886.0,1.1,970,10064.0,5.85,1146,1719,0.5643,0.6667,0,1737,1,1737.0,0,4,3465.0,2917.0,6382.0,5.0,2.5,2.5,4,6.0,3.0,3.0,3465.0,2851.0,6316.0,0.0,0.0,16.0,0.0,0.0,10.58206965269314,0.15000000114863118,0.0012638888839218352,0.0,16.500627502799034,32.15099914537536,10.693527973029349,10.614569674597846,0.15000000114863118,0.0012638888839218352,0.0,16.500627502799034,32.15099914537536,10.726028062568771,2,0.0667,8.0,21.0,0.263,1,0.0005817336,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,0.8660254037844387,-0.4999999999999998,0.0,0.4787821711958741
RAI,DVD,2024-04-01,2024,4,3,1040.0,0.67,470,5242.0,3.38,593,1552,0.3028,0.3821,5,1767,1,1767.0,0,4,3507.0,3339.0,6846.0,4.0,2.0,2.0,17,20.208333333333336,11.333333333333334,8.875,8433.93,8430.119999999999,16864.05,1.0,0.1,68.0,0.6213349345596119,0.2,10.137819287279207,0.13750000082784228,0.0022361110688911543,0.0,18.341985719733767,35.35949915647507,10.53337480591403,10.19137500917746,0.13583333384659554,0.0008750000244213476,0.0,18.769380096263355,34.282999121480515,10.595819438497225,2,0.0667,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.5889995657529769
ZLW,RSD,2024-04-01,2024,4,23,87.0,2.17,23,144.0,3.6,23,40,0.575,0.575,0,67,1,67.0,0,10,4097.0,4240.0,8337.0,28.0,14.0,14.0,9,40.55,21.75,18.8,2461.0,4733.0,7194.0,1.0,0.1111111111111111,90.0,0.5138983423697507,0.14285714285714285,10.58897233325988,0.14847222365852858,0.003986111107385821,0.0,17.81327696442604,33.46199913554722,10.666402930021286,10.640736199356615,0.1500000005794896,0.0010694444593456057,0.0,17.159851182169383,33.62349910140038,10.7643473615249,2,0.0667,8.0,21.0,0.263,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.592350520436932
ALM,ZL,2024-04-01,2024,4,81,8.0,0.26,5,69.0,2.23,8,31,0.1613,0.2581,0,236,1,236.0,0,18,6383.0,7214.75,13597.75,41.55555555555556,20.77777777777778,20.77777777777778,17,96.16666666666666,52.666666666666664,43.5,6175.110000000001,9578.0,15753.11,1.0,0.05263157894736842,306.0,0.6213349345596119,0.2,10.236486030204428,0.131805556650377,0.0009722222470574909,0.0,19.743955987029604,36.139499044418336,10.694749879174763,10.322777777910233,0.13458333432467448,0.003597222175449133,0.0,17.840646179434327,33.19049909777112,10.412083332075014,2,0.0667,8.0,21.0,0.263,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.7110402379164785
ZVT,OVN,2024-04-01,2024,4,6,150.0,0.14,48,2280.0,2.14,45,1066,0.045,0.0422,73,1165,1,1165.0,0,1,0.0,1165.0,1165.0,6.0,0.0,6.0,3,6.0,4.0,2.0,2311.0,1049.0,3360.0,0.0,0.0,3.0,0.0,0.0,10.056333484997351,0.1477777785414623,0.0018472221886946096,0.0,21.33494813574685,39.60549898743629,10.362166836526658,10.0238332832853,0.1477777785414623,0.0018472221886946096,0.0,21.33494813574685,39.60549898743629,10.329666603273816,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.26056346600524677
MRN,VNDW,2024-04-01,2024,4,14,1415.0,1.41,907,1770.0,1.76,912,1006,0.9016,0.9066,0,1084,1,1084.0,0,4,2164.0,2146.0,4310.0,22.0,11.0,11.0,4,15.0,7.5,7.5,2164.0,2163.0,4327.0,0.0,0.0,16.0,0.0,0.0,10.400277775691615,0.142083333639635,0.0019444444527228673,0.0,17.459360650512906,34.38949913117621,10.586736115482118,10.421014013565664,0.16555555677041411,0.002333333332919412,0.0,17.298005583385628,33.07099899517165,10.583722320861286,2,0.0667,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.43453765382598314
AHZ,AH,2024-04-01,2024,4,8,768.0,0.75,230,7452.0,7.32,417,1018,0.2259,0.4096,0,1004,1,1004.0,0,4,3377.0,2689.0,6066.0,11.0,5.5,5.5,13,22.857142857142858,12.0,10.857142857142858,7893.0,8108.0,16001.0,1.0,0.125,52.0,0.7213475204444817,0.25,10.519430619312658,0.15777777937344378,0.0030138887878921297,0.0,16.47103204495377,32.889499100049335,10.693389027317364,10.420861384686496,0.14666666817954846,0.0015555555621782938,0.0,16.591092596948148,32.623999136024054,10.550444760256344,2,0.0667,8.0,21.0,0.263,1,0.06286837,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.937,2,0.8660254037844387,-0.4999999999999998,1.0,0.6060764489691576
STZ,DLD,2024-04-01,2024,4,6,705.0,0.81,518,1111.0,1.28,523,871,0.5947,0.6005,0,879,1,879.0,0,4,1735.0,1735.0,3470.0,7.0,3.5,3.5,6,12.0,6.0,6.0,3910.0,3911.0,7821.0,0.0,0.0,24.0,0.0,0.0,10.317625234420928,0.13500000070780516,0.0032083333469927313,0.0,17.04325930111938,33.17749902009964,10.401375274525748,10.340055769102442,0.14250000073677963,0.0015555555311342081,0.0,17.415804783503216,34.107499117983714,10.509361388948228,2,0.0667,8.0,21.0,0.263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,0.0,0.47120642725814976
MRN,DB,2024-04-01,2024,4,8,503.0,0.49,243,1232.0,1.19,261,1031,0.2357,0.2532,0,1062,1,1062.0,0,4,2164.0,2146.0,4310.0,22.0,11.0,11.0,10,30.0,15.0,15.0,4492.0,4797.0,9289.0,0.0,0.0,40.0,0.0,0.0,10.400277775691615,0.142083333639635,0.0019444444527228673,0.0,17.459360650512906,34.38949913117621,10.586736115482118,10.439277480087346,0.142083333639635,0.0019444444527228673,0.0,17.459360650512906,34.38949913117621,10.625735781590144,2,0.0667,8.0,21.0,0.263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.8660254037844387,-0.4999999999999998,1.0,0.5247821042463607
